	x
487	NODE_18740_length_1443_cov_235.895714_g9206_i2
488	NODE_13046_length_1778_cov_86.608069_g8154_i0
489	NODE_8846_length_2111_cov_133.928917_g1014_i3
490	NODE_43478_length_542_cov_78.811623_g28439_i0
491	NODE_50650_length_383_cov_700.311765_g35443_i0
492	NODE_20055_length_1376_cov_153.721680_g12349_i0
493	NODE_2217_length_3333_cov_539.010334_g728_i2
494	NODE_52198_length_357_cov_69.729299_g36988_i0
495	NODE_30965_length_925_cov_94.359410_g17866_i1
496	NODE_14904_length_1654_cov_206.418994_g9294_i0
497	NODE_2915_length_3086_cov_21.122576_g1546_i1
498	NODE_11571_length_1881_cov_383.964091_g3753_i3
499	NODE_22375_length_1269_cov_297.608483_g13731_i1
500	NODE_15243_length_1635_cov_133.988693_g1125_i3
501	NODE_29534_length_978_cov_45.564706_g18009_i0
502	NODE_27049_length_1073_cov_768.648544_g16488_i0
503	NODE_4831_length_2624_cov_45.955056_g2274_i1
504	NODE_20201_length_1369_cov_166.055053_g12443_i0
505	NODE_26221_length_1105_cov_78.818267_g14351_i1
506	NODE_22374_length_1269_cov_299.385808_g13731_i0
507	NODE_24484_length_1176_cov_233.584289_g1463_i8
508	NODE_25485_length_1135_cov_178.730769_g15565_i0
509	NODE_12757_length_1795_cov_803.738014_g8003_i0
510	NODE_49646_length_401_cov_56.664804_g34443_i0
511	NODE_36413_length_743_cov_142.015714_g21410_i1
512	NODE_13516_length_1745_cov_334.223267_g8450_i0
513	NODE_4040_length_2787_cov_103.145408_g2578_i1
514	NODE_6955_length_2316_cov_112.876815_g4008_i1
515	NODE_18495_length_1456_cov_201.048125_g11419_i0
516	NODE_406_length_4951_cov_63.106357_g222_i1
517	NODE_34121_length_817_cov_76.742894_g94_i65
518	NODE_35512_length_771_cov_7325.627747_g22013_i0
519	NODE_26661_length_1088_cov_55.876555_g9850_i1
520	NODE_7563_length_2247_cov_81.987296_g4821_i0
521	NODE_29530_length_978_cov_256.573262_g10584_i2
522	NODE_5954_length_2448_cov_40.654470_g3817_i0
523	NODE_4646_length_2658_cov_212.403059_g2992_i0
524	NODE_35001_length_787_cov_33.565860_g17815_i1
525	NODE_39842_length_642_cov_32.868114_g25312_i0
526	NODE_13518_length_1745_cov_103.748531_g2524_i2
527	NODE_11889_length_1859_cov_387.328194_g7246_i1
528	NODE_34262_length_812_cov_586.611183_g21117_i0
529	NODE_12196_length_1838_cov_113.766017_g1216_i6
530	NODE_29333_length_986_cov_33.533404_g17887_i0
531	NODE_13783_length_1726_cov_625.685680_g8604_i0
532	NODE_40313_length_629_cov_121.250853_g25694_i0
533	NODE_1812_length_3507_cov_62.440242_g1182_i0
534	NODE_23875_length_1202_cov_76.142364_g14577_i0
535	NODE_5590_length_2501_cov_347.655004_g3345_i1
536	NODE_12147_length_1841_cov_51.715795_g6620_i1
537	NODE_24308_length_1183_cov_615.948246_g14842_i0
538	NODE_9569_length_2044_cov_183.297851_g6067_i0
539	NODE_5728_length_2479_cov_45.408456_g3684_i0
540	NODE_3084_length_3036_cov_498.268627_g400_i3
541	NODE_25874_length_1119_cov_167.312268_g10630_i1
542	NODE_10977_length_1930_cov_69.181240_g3763_i1
543	NODE_34323_length_810_cov_134.551499_g21150_i0
544	NODE_12542_length_1812_cov_48.566422_g7869_i0
545	NODE_13953_length_1716_cov_350.421996_g8707_i0
546	NODE_39865_length_641_cov_784.829431_g21238_i1
547	NODE_98675_length_60_cov_416.893204_g83465_i0
548	NODE_3741_length_2856_cov_33.177035_g1814_i1
549	NODE_26501_length_1094_cov_153.077069_g9251_i2
550	NODE_4252_length_2743_cov_69.614815_g2740_i0
551	NODE_7568_length_2246_cov_123.885157_g4824_i0
552	NODE_9334_length_2064_cov_61.258783_g5922_i0
553	NODE_7243_length_2282_cov_91.205895_g1266_i1
554	NODE_24248_length_1186_cov_55.980752_g14800_i0
555	NODE_4056_length_2783_cov_114.003650_g1082_i2
556	NODE_4435_length_2705_cov_73.207363_g2860_i0
557	NODE_9037_length_2094_cov_131.990736_g2283_i2
558	NODE_617_length_4473_cov_247.023251_g323_i4
559	NODE_4758_length_2637_cov_88.630686_g2099_i2
560	NODE_2981_length_3068_cov_209.438017_g1920_i0
561	NODE_1214_length_3868_cov_147.075817_g805_i0
562	NODE_38103_length_693_cov_84.756923_g23952_i0
563	NODE_11424_length_1893_cov_308.391351_g5690_i1
564	NODE_5738_length_2478_cov_211.086242_g3689_i0
565	NODE_15753_length_1606_cov_343.123480_g9375_i1
566	NODE_14798_length_1660_cov_52.161410_g8420_i1
567	NODE_16585_length_1560_cov_42.706658_g2566_i2
568	NODE_18455_length_1458_cov_394.703180_g10222_i1
569	NODE_11589_length_1880_cov_39.071856_g2530_i2
570	NODE_32884_length_859_cov_120.453431_g11072_i1
571	NODE_51291_length_372_cov_67.370821_g36083_i0
572	NODE_3480_length_2920_cov_250.985749_g2236_i0
573	NODE_26645_length_1089_cov_50.385277_g16249_i0
574	NODE_18873_length_1436_cov_108.782484_g7022_i2
575	NODE_24749_length_1166_cov_18.013357_g15109_i0
576	NODE_5129_length_2573_cov_277.049802_g1573_i1
577	NODE_2084_length_3388_cov_43.666368_g1346_i0
578	NODE_23900_length_1201_cov_32.917962_g14594_i0
579	NODE_20378_length_1360_cov_423.314351_g10212_i2
580	NODE_6176_length_2418_cov_104.124211_g3539_i2
581	NODE_4807_length_2628_cov_122.582205_g98_i5
582	NODE_15298_length_1632_cov_52.137193_g9518_i0
583	NODE_4154_length_2763_cov_52.527206_g2411_i1
584	NODE_34117_length_817_cov_171.344961_g9124_i2
585	NODE_14323_length_1692_cov_115.587629_g1625_i2
586	NODE_938_length_4090_cov_104.018532_g333_i2
587	NODE_1565_length_3645_cov_83.972793_g409_i3
588	NODE_7135_length_2296_cov_111.380826_g2677_i2
589	NODE_27690_length_1048_cov_89.336318_g7881_i1
590	NODE_9638_length_2038_cov_551.046115_g6114_i0
591	NODE_12020_length_1850_cov_405.564471_g5929_i1
592	NODE_12102_length_1845_cov_94.167037_g3104_i3
593	NODE_32790_length_862_cov_84.363858_g20110_i0
594	NODE_22926_length_1244_cov_189.553705_g14028_i0
595	NODE_4389_length_2713_cov_236.717978_g644_i1
596	NODE_22557_length_1262_cov_119.861362_g13716_i1
597	NODE_33429_length_841_cov_48.117794_g20543_i0
598	NODE_22930_length_1244_cov_60.279767_g14029_i0
599	NODE_20571_length_1350_cov_218.306044_g11419_i2
600	NODE_29836_length_965_cov_95.389371_g18213_i0
601	NODE_42763_length_560_cov_151.539652_g4439_i1
602	NODE_36412_length_743_cov_213.867143_g22673_i0
603	NODE_32555_length_870_cov_109.073761_g14124_i1
604	NODE_6855_length_2329_cov_133.185477_g2073_i2
605	NODE_25800_length_1122_cov_41.435589_g15756_i0
606	NODE_5527_length_2510_cov_92.007296_g3551_i0
607	NODE_8186_length_2179_cov_109.692416_g341_i2
608	NODE_15049_length_1644_cov_164.324172_g5125_i2
609	NODE_9875_length_2018_cov_330.374684_g6068_i1
610	NODE_14140_length_1705_cov_35.262936_g8816_i0
611	NODE_25548_length_1132_cov_91.205693_g3110_i5
612	NODE_34057_length_819_cov_115.144330_g20966_i0
613	NODE_1595_length_3622_cov_48.974294_g656_i1
614	NODE_27546_length_1054_cov_75.775470_g16783_i0
615	NODE_6634_length_2358_cov_311.269114_g197_i2
616	NODE_10211_length_1989_cov_85.462487_g4424_i1
617	NODE_23790_length_1207_cov_106.941581_g5107_i2
618	NODE_2069_length_3394_cov_155.930170_g1337_i0
619	NODE_8832_length_2113_cov_51.747826_g5600_i0
620	NODE_15500_length_1620_cov_66.883957_g2705_i1
621	NODE_544_length_4612_cov_73.779821_g367_i0
622	NODE_22925_length_1244_cov_265.448793_g14027_i0
623	NODE_14104_length_1707_cov_120.096755_g8799_i0
624	NODE_29272_length_988_cov_222.306878_g17849_i0
625	NODE_47874_length_437_cov_61.312183_g588_i6
626	NODE_19816_length_1388_cov_87.435688_g12208_i0
627	NODE_10364_length_1977_cov_27.018614_g6539_i0
628	NODE_4385_length_2714_cov_145.402845_g2830_i0
629	NODE_6261_length_2405_cov_266.973751_g3159_i1
630	NODE_6759_length_2342_cov_81.876033_g3939_i1
631	NODE_19328_length_1412_cov_151.706355_g4454_i2
632	NODE_15894_length_1598_cov_245.493891_g9801_i1
633	NODE_8800_length_2115_cov_84.946911_g2597_i2
634	NODE_11489_length_1888_cov_381.977778_g7246_i0
635	NODE_5196_length_2561_cov_37.142176_g3329_i0
636	NODE_44414_length_518_cov_331.067368_g29309_i0
637	NODE_24336_length_1182_cov_237.718174_g3489_i2
638	NODE_4236_length_2746_cov_68.419904_g1451_i3
639	NODE_18457_length_1458_cov_221.249470_g11396_i0
640	NODE_37694_length_705_cov_60.892749_g23644_i0
641	NODE_39685_length_646_cov_112.359867_g25193_i0
642	NODE_3923_length_2815_cov_59.955988_g2529_i0
643	NODE_9780_length_2026_cov_77.068079_g1596_i4
644	NODE_6915_length_2320_cov_52.304787_g4418_i0
645	NODE_37695_length_705_cov_60.506042_g23645_i0
646	NODE_14775_length_1661_cov_69.687268_g9217_i0
647	NODE_30035_length_957_cov_256.610503_g4177_i6
648	NODE_46167_length_476_cov_116.609700_g30996_i0
649	NODE_11341_length_1900_cov_197.133549_g5894_i1
650	NODE_47344_length_448_cov_48.624691_g32155_i0
651	NODE_16805_length_1547_cov_663.686835_g10443_i0
652	NODE_23861_length_1203_cov_137.924138_g11111_i2
653	NODE_25723_length_1125_cov_44.062847_g15705_i0
654	NODE_22391_length_1268_cov_171.208980_g13740_i0
655	NODE_29273_length_988_cov_168.262434_g17850_i0
656	NODE_13517_length_1745_cov_110.337838_g8451_i0
657	NODE_4768_length_2635_cov_42.468364_g424_i3
658	NODE_6227_length_2410_cov_97.898183_g2523_i1
659	NODE_27826_length_1043_cov_79.719000_g16963_i0
660	NODE_13105_length_1774_cov_81.818602_g2528_i1
661	NODE_39757_length_644_cov_147.076539_g25246_i0
662	NODE_15632_length_1612_cov_169.271511_g3157_i2
663	NODE_12665_length_1802_cov_371.773735_g5675_i1
664	NODE_11426_length_1893_cov_109.215676_g7205_i0
665	NODE_24412_length_1179_cov_194.911092_g14542_i1
666	NODE_23393_length_1224_cov_488.488569_g14294_i0
667	NODE_17653_length_1502_cov_242.538725_g9464_i2
668	NODE_14996_length_1648_cov_95.198131_g9167_i1
669	NODE_14892_length_1655_cov_28.057692_g1678_i3
670	NODE_39759_length_644_cov_132.119800_g20630_i3
671	NODE_39402_length_655_cov_31.127451_g24960_i0
672	NODE_42225_length_575_cov_51.830827_g27306_i0
673	NODE_20617_length_1348_cov_30.294253_g12538_i1
674	NODE_46572_length_466_cov_28.021277_g31399_i0
675	NODE_10074_length_2002_cov_64.302195_g6363_i0
676	NODE_14503_length_1680_cov_38.693952_g9037_i0
677	NODE_26345_length_1100_cov_69.049196_g5385_i2
678	NODE_14337_length_1691_cov_106.907767_g5548_i1
679	NODE_11060_length_1922_cov_81.980841_g6975_i0
680	NODE_10893_length_1936_cov_18.621236_g6866_i0
681	NODE_35063_length_785_cov_114.781671_g21683_i0
682	NODE_35163_length_782_cov_449.262517_g21755_i0
683	NODE_3399_length_2943_cov_365.937241_g1314_i2
684	NODE_13864_length_1721_cov_58.528605_g8596_i1
685	NODE_1511_length_3676_cov_107.632810_g999_i0
686	NODE_12790_length_1793_cov_166.508000_g8020_i0
687	NODE_19216_length_1418_cov_273.572364_g11857_i0
688	NODE_7781_length_2223_cov_77.232569_g3754_i2
689	NODE_43803_length_534_cov_481.814664_g28739_i0
690	NODE_13124_length_1772_cov_213.480625_g8199_i0
691	NODE_1250_length_3846_cov_115.608730_g434_i2
692	NODE_35412_length_774_cov_97.220246_g5957_i1
693	NODE_24064_length_1193_cov_53.327826_g5687_i1
694	NODE_12021_length_1850_cov_403.951854_g5929_i2
695	NODE_15771_length_1605_cov_45.164533_g1139_i4
696	NODE_2876_length_3098_cov_255.340753_g1693_i1
697	NODE_14953_length_1651_cov_71.669154_g3986_i1
698	NODE_12423_length_1821_cov_372.388639_g1588_i2
699	NODE_12643_length_1804_cov_38.857467_g7931_i0
700	NODE_14158_length_1703_cov_71.450602_g8824_i0
701	NODE_26717_length_1086_cov_114.691275_g9335_i1
702	NODE_22708_length_1255_cov_52.210396_g7739_i3
703	NODE_11533_length_1884_cov_231.901684_g7035_i1
704	NODE_17065_length_1534_cov_157.357478_g10584_i0
705	NODE_5919_length_2453_cov_40.935270_g1895_i1
706	NODE_3754_length_2853_cov_61.137011_g1269_i1
707	NODE_29884_length_963_cov_166.384783_g16975_i1
708	NODE_22204_length_1277_cov_1684.579417_g13631_i0
709	NODE_9100_length_2089_cov_63.701857_g5773_i0
710	NODE_38581_length_679_cov_2095.724843_g38_i10
711	NODE_20001_length_1379_cov_73.849551_g11889_i1
712	NODE_4317_length_2728_cov_141.059590_g1973_i2
713	NODE_5528_length_2510_cov_56.290231_g3552_i0
714	NODE_28421_length_1019_cov_56.234631_g17310_i0
715	NODE_3081_length_3037_cov_121.536740_g1813_i1
716	NODE_19235_length_1417_cov_127.652838_g5106_i2
717	NODE_13494_length_1746_cov_407.411039_g8436_i0
718	NODE_48016_length_434_cov_571.928389_g32820_i0
719	NODE_8974_length_2099_cov_39.015078_g2201_i2
720	NODE_41258_length_602_cov_254.955277_g26482_i0
721	NODE_28418_length_1019_cov_155.663934_g15941_i1
722	NODE_19219_length_1418_cov_110.989818_g5849_i1
723	NODE_12929_length_1785_cov_777.293915_g8092_i0
724	NODE_29197_length_991_cov_32.561181_g15375_i3
725	NODE_21296_length_1317_cov_164.600471_g13076_i0
726	NODE_9319_length_2065_cov_367.308605_g2174_i1
727	NODE_43728_length_536_cov_597.448276_g28671_i0
728	NODE_15021_length_1646_cov_178.111042_g5817_i2
729	NODE_31829_length_894_cov_453.900118_g1888_i2
730	NODE_40534_length_623_cov_61.346552_g25884_i0
731	NODE_5177_length_2564_cov_69.664419_g791_i1
732	NODE_929_length_4100_cov_60.818092_g607_i1
733	NODE_4771_length_2634_cov_135.932844_g2458_i2
734	NODE_975_length_4044_cov_33.788553_g468_i1
735	NODE_35572_length_769_cov_107.227273_g22058_i0
736	NODE_24764_length_1165_cov_80.374332_g624_i4
737	NODE_9539_length_2047_cov_65.899202_g6049_i0
738	NODE_36918_length_728_cov_467.334307_g23058_i0
739	NODE_23394_length_1224_cov_485.332769_g14294_i1
740	NODE_1015_length_4015_cov_124.019637_g592_i2
741	NODE_25690_length_1126_cov_354.729455_g5834_i1
742	NODE_39534_length_651_cov_58.330592_g25069_i0
743	NODE_11342_length_1900_cov_126.859451_g3674_i3
744	NODE_25693_length_1126_cov_96.490305_g15688_i0
745	NODE_1470_length_3699_cov_58.172593_g682_i1
746	NODE_25552_length_1132_cov_65.012856_g7728_i1
747	NODE_18722_length_1444_cov_91.688080_g11567_i0
748	NODE_11478_length_1889_cov_306.846154_g4348_i3
749	NODE_20957_length_1332_cov_657.453840_g12884_i0
750	NODE_5144_length_2569_cov_94.971101_g2013_i1
751	NODE_4333_length_2725_cov_133.347129_g2458_i1
752	NODE_14818_length_1659_cov_25.347153_g9244_i0
753	NODE_5748_length_2477_cov_293.420296_g3283_i2
754	NODE_22844_length_1249_cov_42.006633_g13980_i0
755	NODE_25791_length_1122_cov_360.633920_g15751_i0
756	NODE_29353_length_985_cov_93.907643_g9385_i1
757	NODE_27990_length_1036_cov_81.563948_g17065_i0
758	NODE_9901_length_2015_cov_94.665314_g6260_i0
759	NODE_26270_length_1103_cov_44.950000_g16041_i0
760	NODE_30853_length_929_cov_56.203160_g18850_i0
761	NODE_20650_length_1346_cov_46.743668_g12699_i0
762	NODE_9571_length_2044_cov_83.668666_g6069_i0
763	NODE_142_length_6159_cov_27.072760_g100_i0
764	NODE_28138_length_1030_cov_289.327254_g2764_i1
765	NODE_11787_length_1867_cov_77.884320_g7420_i1
766	NODE_14609_length_1672_cov_70.600982_g9108_i0
767	NODE_29787_length_967_cov_150.474026_g18179_i0
768	NODE_5539_length_2509_cov_41.588402_g3243_i1
769	NODE_5015_length_2592_cov_88.877207_g3172_i1
770	NODE_36313_length_746_cov_59.961593_g21533_i1
771	NODE_18559_length_1453_cov_51.932624_g8503_i1
772	NODE_20362_length_1361_cov_63.477238_g12532_i0
773	NODE_17936_length_1486_cov_32.767845_g1178_i1
774	NODE_31871_length_893_cov_35.400000_g19500_i0
775	NODE_45993_length_480_cov_137.267735_g30824_i0
776	NODE_41091_length_607_cov_71.601064_g26340_i0
777	NODE_45084_length_502_cov_555.152505_g29943_i0
778	NODE_38845_length_671_cov_309.855096_g2567_i4
779	NODE_28471_length_1017_cov_9.604723_g17343_i0
780	NODE_11537_length_1884_cov_53.706138_g5670_i1
781	NODE_3677_length_2868_cov_51.659469_g2370_i0
782	NODE_17498_length_1511_cov_41.197548_g2589_i4
783	NODE_21882_length_1292_cov_88.131305_g13432_i0
784	NODE_4918_length_2608_cov_250.915789_g3159_i0
785	NODE_959_length_4070_cov_106.306183_g458_i1
786	NODE_25526_length_1133_cov_230.279817_g15589_i0
787	NODE_43444_length_543_cov_313.204000_g28407_i0
788	NODE_1399_length_3744_cov_74.878141_g773_i1
789	NODE_19367_length_1410_cov_84.049744_g6619_i3
790	NODE_9845_length_2021_cov_34.565723_g6225_i0
791	NODE_21466_length_1310_cov_104.674033_g4269_i1
792	NODE_9550_length_2046_cov_77.229656_g3675_i1
793	NODE_7666_length_2234_cov_94.430853_g4883_i0
794	NODE_17909_length_1487_cov_122.993075_g11082_i0
795	NODE_10888_length_1936_cov_136.393027_g2626_i2
796	NODE_623_length_4466_cov_176.547818_g423_i0
797	NODE_19759_length_1390_cov_264.517446_g4750_i5
798	NODE_11949_length_1855_cov_87.847130_g2287_i6
799	NODE_24312_length_1183_cov_88.225439_g8800_i2
800	NODE_35061_length_785_cov_186.067385_g21681_i0
801	NODE_32481_length_872_cov_329.868516_g19910_i0
802	NODE_4023_length_2792_cov_33.810113_g1945_i1
803	NODE_10020_length_2006_cov_118.016811_g6330_i0
804	NODE_9629_length_2039_cov_91.490982_g4134_i3
805	NODE_17312_length_1520_cov_248.761679_g10733_i0
806	NODE_20572_length_1350_cov_109.319051_g12661_i0
807	NODE_18501_length_1456_cov_28.434536_g338_i16
808	NODE_5407_length_2528_cov_96.023340_g3417_i1
809	NODE_31387_length_910_cov_78.820069_g2201_i5
810	NODE_28197_length_1027_cov_150.094512_g14505_i1
811	NODE_33664_length_832_cov_154.884664_g6955_i3
812	NODE_17984_length_1484_cov_33.892436_g8965_i1
813	NODE_35782_length_762_cov_7337.961057_g22206_i0
814	NODE_14448_length_1684_cov_35.356490_g9002_i0
815	NODE_31808_length_895_cov_69.241784_g9774_i1
816	NODE_10872_length_1937_cov_135.194298_g5703_i1
817	NODE_10519_length_1965_cov_295.408949_g1472_i2
818	NODE_31696_length_899_cov_95.962617_g15687_i1
819	NODE_10669_length_1954_cov_43.480377_g6720_i0
820	NODE_13816_length_1724_cov_249.309935_g8627_i0
821	NODE_40877_length_613_cov_64.512281_g25884_i1
822	NODE_19679_length_1394_cov_62.568468_g10073_i1
823	NODE_12915_length_1786_cov_57.525531_g6028_i1
824	NODE_12516_length_1814_cov_93.147939_g7854_i0
825	NODE_979_length_4040_cov_121.860395_g653_i0
826	NODE_21021_length_1328_cov_196.697276_g644_i2
827	NODE_19079_length_1425_cov_24.272793_g11782_i0
828	NODE_24608_length_1172_cov_777.802480_g15025_i1
829	NODE_2008_length_3418_cov_52.484148_g1296_i0
830	NODE_3997_length_2799_cov_87.386792_g2333_i1
831	NODE_56728_length_299_cov_1531.703125_g41518_i0
832	NODE_44307_length_521_cov_50.043933_g29207_i0
833	NODE_1266_length_3824_cov_283.587411_g205_i2
834	NODE_32515_length_871_cov_123.629227_g19931_i0
835	NODE_4481_length_2695_cov_89.767345_g2649_i1
836	NODE_7409_length_2265_cov_339.999550_g4735_i0
837	NODE_39128_length_662_cov_77.040388_g24740_i0
838	NODE_44184_length_524_cov_515.357588_g29092_i0
839	NODE_17354_length_1518_cov_539.751864_g3159_i3
840	NODE_14447_length_1684_cov_36.055454_g2882_i3
841	NODE_18854_length_1437_cov_1338.217360_g8437_i1
842	NODE_19941_length_1382_cov_65.793876_g12288_i0
843	NODE_1392_length_3750_cov_37.725924_g917_i0
844	NODE_42298_length_573_cov_43.828302_g3262_i2
845	NODE_6594_length_2364_cov_95.255924_g4220_i0
846	NODE_4726_length_2642_cov_773.919584_g3036_i0
847	NODE_19459_length_1406_cov_77.328687_g11817_i1
848	NODE_5324_length_2542_cov_62.690276_g3404_i0
849	NODE_920_length_4107_cov_65.073327_g510_i2
850	NODE_4451_length_2702_cov_31.554344_g2871_i0
851	NODE_17164_length_1528_cov_98.115825_g1613_i2
852	NODE_20274_length_1365_cov_209.993949_g12484_i0
853	NODE_35413_length_774_cov_90.913817_g21939_i0
854	NODE_28638_length_1010_cov_423.344364_g17452_i0
855	NODE_41505_length_595_cov_30.300725_g26693_i0
856	NODE_36920_length_728_cov_93.416058_g23059_i0
857	NODE_19819_length_1388_cov_70.127138_g6399_i2
858	NODE_13767_length_1728_cov_73.949555_g8595_i0
859	NODE_32095_length_885_cov_453.779097_g1888_i3
860	NODE_32335_length_877_cov_831.736211_g2221_i4
861	NODE_6414_length_2386_cov_647.708067_g728_i3
862	NODE_16671_length_1555_cov_141.017857_g9968_i1
863	NODE_15091_length_1642_cov_94.527830_g9408_i0
864	NODE_56078_length_306_cov_20.923954_g40868_i0
865	NODE_15666_length_1611_cov_33.427934_g9741_i0
866	NODE_23840_length_1204_cov_500.304910_g14552_i0
867	NODE_4107_length_2772_cov_25828.409307_g58_i29
868	NODE_3536_length_2904_cov_101.590703_g425_i1
869	NODE_13747_length_1729_cov_144.806050_g3648_i1
870	NODE_18107_length_1477_cov_71.287308_g11187_i0
871	NODE_23639_length_1214_cov_64.798463_g14429_i0
872	NODE_9936_length_2013_cov_38.221827_g6282_i0
873	NODE_5579_length_2503_cov_226.979268_g1355_i1
874	NODE_3566_length_2896_cov_39.217666_g2293_i0
875	NODE_35205_length_781_cov_64.451220_g21785_i0
876	NODE_13690_length_1733_cov_456.508876_g8161_i1
877	NODE_5138_length_2570_cov_58.236249_g3295_i0
878	NODE_4684_length_2651_cov_40.285276_g2154_i1
879	NODE_27116_length_1070_cov_234.570594_g6006_i2
880	NODE_695_length_4377_cov_265.346793_g331_i1
881	NODE_6504_length_2376_cov_52.632662_g4168_i0
882	NODE_28199_length_1027_cov_114.436992_g17184_i0
883	NODE_66596_length_222_cov_1797.296089_g51386_i0
884	NODE_13676_length_1734_cov_113.644589_g8543_i0
885	NODE_25549_length_1132_cov_89.129477_g2340_i1
886	NODE_20576_length_1350_cov_64.625096_g12663_i0
887	NODE_22176_length_1278_cov_263.652632_g11395_i1
888	NODE_31830_length_894_cov_329.976498_g14650_i1
889	NODE_5903_length_2457_cov_42.396023_g391_i2
890	NODE_5325_length_2542_cov_41.152461_g3405_i0
891	NODE_29573_length_976_cov_131.889603_g18033_i0
892	NODE_8211_length_2177_cov_121.986879_g3427_i1
893	NODE_17868_length_1489_cov_93.598202_g11056_i0
894	NODE_37743_length_704_cov_15.969743_g23684_i0
895	NODE_11009_length_1927_cov_77.311040_g6943_i0
896	NODE_20972_length_1331_cov_49.615683_g12894_i0
897	NODE_7172_length_2292_cov_270.096043_g1467_i2
898	NODE_3234_length_2987_cov_56.107337_g1428_i2
899	NODE_34836_length_793_cov_6.514667_g21521_i0
900	NODE_4517_length_2688_cov_62.163327_g2914_i0
901	NODE_22894_length_1246_cov_181.635079_g11868_i1
902	NODE_8801_length_2115_cov_46.211390_g5582_i0
903	NODE_16031_length_1590_cov_94.730446_g3110_i2
904	NODE_36415_length_743_cov_107.904286_g22674_i0
905	NODE_27050_length_1073_cov_306.089320_g767_i5
906	NODE_34777_length_794_cov_96.447403_g20255_i1
907	NODE_13973_length_1715_cov_53.349880_g8720_i0
908	NODE_12291_length_1830_cov_106.352546_g7716_i0
909	NODE_33772_length_829_cov_74.776081_g20766_i0
910	NODE_24740_length_1166_cov_77.494212_g8897_i2
911	NODE_1655_length_3592_cov_36.231333_g1086_i0
912	NODE_36211_length_749_cov_590.447592_g2457_i6
913	NODE_23244_length_1231_cov_38.551347_g14212_i0
914	NODE_4616_length_2665_cov_72.343249_g1410_i2
915	NODE_39163_length_661_cov_194.300971_g19856_i1
916	NODE_15411_length_1626_cov_91.050537_g3525_i1
917	NODE_11872_length_1861_cov_49.275578_g4611_i1
918	NODE_9691_length_2034_cov_76.685585_g1596_i3
919	NODE_3836_length_2836_cov_21.071966_g2477_i0
920	NODE_21099_length_1324_cov_266.911788_g7385_i2
921	NODE_4358_length_2721_cov_73.255041_g1420_i1
922	NODE_26474_length_1095_cov_33.552281_g11088_i1
923	NODE_27610_length_1052_cov_20.896928_g16821_i0
924	NODE_14048_length_1710_cov_120.492501_g8762_i0
925	NODE_40849_length_614_cov_401.572680_g26136_i0
926	NODE_7257_length_2281_cov_41.780608_g4641_i0
927	NODE_17550_length_1508_cov_47.592491_g10695_i1
928	NODE_25594_length_1130_cov_148.908004_g3482_i2
929	NODE_9605_length_2041_cov_51.078078_g6094_i0
930	NODE_5567_length_2505_cov_65.876117_g2964_i2
931	NODE_15179_length_1638_cov_47.345455_g1739_i7
932	NODE_40984_length_610_cov_70.216931_g26243_i0
933	NODE_4849_length_2621_cov_25.854151_g3116_i0
934	NODE_7445_length_2260_cov_41.572395_g321_i1
935	NODE_34670_length_798_cov_42.480795_g7158_i1
936	NODE_24607_length_1172_cov_783.990257_g15025_i0
937	NODE_16597_length_1559_cov_60.744063_g29_i2
938	NODE_14470_length_1682_cov_64.737645_g7764_i1
939	NODE_6582_length_2366_cov_100.272492_g3821_i1
940	NODE_15009_length_1647_cov_82.600374_g1463_i6
941	NODE_4745_length_2638_cov_151.679769_g3052_i0
942	NODE_36215_length_749_cov_85.865439_g15912_i1
943	NODE_36531_length_740_cov_151.748924_g22756_i0
944	NODE_8141_length_2184_cov_86.794489_g5167_i0
945	NODE_26119_length_1109_cov_26.560038_g15944_i0
946	NODE_16741_length_1551_cov_82.005968_g3602_i3
947	NODE_16676_length_1555_cov_43.235450_g10368_i0
948	NODE_14349_length_1690_cov_461.290225_g2879_i2
949	NODE_25442_length_1137_cov_64.939671_g4152_i1
950	NODE_29707_length_970_cov_297.529666_g18125_i0
951	NODE_15884_length_1599_cov_40.495501_g9862_i0
952	NODE_10727_length_1949_cov_442.230850_g6759_i0
953	NODE_32862_length_860_cov_58.714810_g20163_i0
954	NODE_32367_length_876_cov_312.683073_g19827_i0
955	NODE_34493_length_804_cov_23.911958_g19960_i1
956	NODE_6299_length_2401_cov_163.663698_g3283_i3
957	NODE_12740_length_1797_cov_20.555872_g7990_i0
958	NODE_10745_length_1948_cov_41.195801_g719_i1
959	NODE_19312_length_1413_cov_93.356934_g8719_i1
960	NODE_16481_length_1565_cov_81.580815_g4192_i1
961	NODE_49897_length_396_cov_766.084986_g34694_i0
962	NODE_13143_length_1771_cov_88.146412_g6123_i1
963	NODE_39533_length_651_cov_73.039474_g1786_i4
964	NODE_15099_length_1642_cov_34.736710_g9411_i0
965	NODE_10900_length_1935_cov_125.749471_g6872_i0
966	NODE_11696_length_1873_cov_43.055191_g7364_i0
967	NODE_1557_length_3649_cov_71.965336_g1025_i0
968	NODE_4574_length_2674_cov_133.903079_g1920_i3
969	NODE_22727_length_1254_cov_563.640793_g13922_i0
970	NODE_12390_length_1824_cov_29.652442_g7770_i0
971	NODE_25445_length_1137_cov_43.472578_g15541_i0
972	NODE_816_length_4225_cov_102.368484_g540_i0
973	NODE_53298_length_341_cov_150.137584_g38088_i0
974	NODE_4416_length_2709_cov_113.049887_g2790_i1
