	logFC	logCPM	PValue	FDR
NODE_32452_length_873_cov_743.454217_g19889_i0	-3.72364858837641	7.27091362308295	3.75574830615413e-23	6.12045247551947e-21
NODE_7285_length_2278_cov_328.292170_g609_i2	-4.37888485887277	5.54860120626789	3.80374027633354e-23	6.14072986293323e-21
NODE_13120_length_1773_cov_16.747399_g8197_i0	3.85386585308173	6.92836452036225	4.96522615301961e-23	7.94160338585748e-21
NODE_27627_length_1051_cov_381.945437_g13862_i2	-4.26806914520964	5.64172401129728	5.21386238347834e-23	8.26277603781696e-21
NODE_24334_length_1182_cov_2130.460931_g14857_i0	-3.3382425025105	10.3479349620975	1.11496464216963e-22	1.75089992989438e-20
NODE_18804_length_1441_cov_8.155937_g11619_i0	4.1664338912459	7.52446784778117	1.21488837303461e-22	1.890628987009e-20
NODE_9778_length_2026_cov_420.845688_g3753_i1	-3.96690844247285	6.2861678624685	1.24728404477442e-22	1.92371290977083e-20
NODE_31510_length_906_cov_246.988413_g19261_i0	-3.73415354153239	6.36620162857189	1.33809099675583e-22	2.04550299804957e-20
NODE_32402_length_875_cov_163.334135_g19855_i0	-4.09426022409449	5.74434653057736	1.47695336979174e-22	2.23657854904094e-20
NODE_43268_length_547_cov_436.376984_g28247_i0	-3.88137621918334	6.51477016986755	1.488980740649e-22	2.23657854904094e-20
NODE_22613_length_1259_cov_525.731086_g13851_i0	-3.67571699431955	7.18173152053297	1.70056504653509e-22	2.53237591498683e-20
NODE_29179_length_991_cov_511.265823_g17791_i0	-3.53280723243729	7.28221823204822	1.80614576811635e-22	2.66661213661896e-20
NODE_8475_length_2148_cov_642.390024_g5380_i0	-3.47585478450577	7.65088603677963	2.53390397914838e-22	3.70937774032281e-20
NODE_18819_length_1439_cov_443.669054_g11630_i0	-4.12060974578735	6.02997009527962	2.66210079670107e-22	3.83209409685118e-20
NODE_1469_length_3699_cov_171.341904_g274_i3	-4.10096991315505	5.66894576992994	2.66210079670107e-22	3.83209409685118e-20
NODE_10754_length_1947_cov_922.026786_g1742_i1	-3.38420557713267	8.41535123421411	3.99708954114782e-22	5.70625824246177e-20
NODE_7375_length_2267_cov_237.114209_g3455_i1	-3.82220233106192	6.02833953990901	4.91184088484465e-22	6.94581167025851e-20
NODE_26533_length_1093_cov_868.701905_g8416_i2	-3.60053666280728	6.73081731570879	4.9859942521249e-22	6.94581167025851e-20
NODE_34485_length_804_cov_284.474376_g21262_i0	-3.59607295272556	6.70900385749156	4.9859942521249e-22	6.94581167025851e-20
NODE_42108_length_578_cov_442.536449_g27210_i0	-4.01780030852524	5.71245450793178	5.84487495186265e-22	8.07714959347804e-20
NODE_17257_length_1523_cov_177.567568_g1736_i1	-4.15125849084296	5.70352452465107	6.18994348800717e-22	8.48611776284411e-20
NODE_24513_length_1175_cov_621.780919_g14842_i1	-3.47148341069592	7.4099707931928	7.46317396449649e-22	1.01510918947018e-19
NODE_18768_length_1442_cov_114.355254_g11598_i0	3.3447451185817	9.44499017376174	1.15927354073279e-21	1.55254641236933e-19
NODE_27661_length_1050_cov_30.927507_g16850_i0	3.46295277086496	8.9242179871475	1.15942160006741e-21	1.55254641236933e-19
NODE_28335_length_1022_cov_488.813075_g15871_i1	-3.40104232833674	7.19934204083844	1.41550643995025e-21	1.88088140336159e-19
NODE_24867_length_1161_cov_165.872093_g14051_i1	-3.62655971655768	7.02174338473869	1.78568039582448e-21	2.35464451583756e-19
NODE_17454_length_1513_cov_247.238776_g6599_i1	-3.66413444289887	6.23012036000557	2.03190097009827e-21	2.6590194967786e-19
NODE_20142_length_1372_cov_247.387509_g11581_i1	-3.81051146092724	6.14823464446567	2.40197202721727e-21	3.11967404497377e-19
NODE_26393_length_1098_cov_739.891943_g10023_i1	-3.38432775512069	7.39192420815163	2.50071464343286e-21	3.22368244407905e-19
NODE_74584_length_188_cov_1.779310_g59374_i0	4.36039260543291	8.17035274489083	3.12772800411957e-21	4.00210174393788e-19
NODE_37207_length_720_cov_412.732644_g23281_i0	-3.87893382968454	5.91899419427447	3.44745085589982e-21	4.37876956505981e-19
NODE_20983_length_1330_cov_266.214452_g4403_i1	-3.59882605834507	6.56129537704928	3.84529772604748e-21	4.84844327881344e-19
NODE_36447_length_742_cov_219.688126_g22695_i0	-3.93742405820507	5.81668737535729	4.73962523314017e-21	5.93277436791763e-19
NODE_31297_length_913_cov_278.144828_g19121_i0	-4.02431458471694	5.45077278907383	5.80634873368349e-21	7.18054312723825e-19
NODE_42109_length_578_cov_437.975701_g27211_i0	-3.88117430886612	5.68337209490614	5.81959035436699e-21	7.18054312723825e-19
NODE_6554_length_2369_cov_119.181427_g3869_i1	-4.20641229437047	5.2932482281374	6.85645881645121e-21	8.39989146066512e-19
NODE_9460_length_2053_cov_296.518905_g1149_i2	-3.51652780111311	6.46364447853453	1.30621613650242e-20	1.58898433393964e-18
NODE_21971_length_1289_cov_9.379615_g13488_i0	3.90362256457801	10.0176593929781	1.45675375665177e-20	1.75971778967851e-18
NODE_3444_length_2930_cov_148.313821_g2215_i0	-3.83953107990149	5.78950384740685	2.31496939507254e-20	2.77699870350577e-18
NODE_89727_length_152_cov_4.522936_g74517_i0	3.14101680133789	8.55076724800199	2.83432571010585e-20	3.37656153905989e-18
NODE_19787_length_1389_cov_533.023774_g8047_i1	-3.21125584589967	7.69219072597753	7.57098060058309e-20	8.95761088318303e-18
NODE_37420_length_714_cov_3715.320417_g23437_i0	-3.19690637484117	8.22381624110968	8.17597728383457e-20	9.60760759190193e-18
NODE_14314_length_1693_cov_24.002424_g8921_i0	3.41238588396823	6.78726059201938	1.15396008434535e-19	1.34685854709335e-17
NODE_18067_length_1479_cov_189.346797_g1373_i11	-3.69983270106422	5.60207199024317	1.3095020205458e-19	1.51814348341666e-17
NODE_4991_length_2597_cov_413.969851_g758_i2	-3.34848443040562	6.65624784255192	1.38347090926233e-19	1.5932050991065e-17
NODE_96722_length_145_cov_1.029412_g81512_i0	3.04840427714843	9.33105567344161	1.41045618436957e-19	1.61352451184106e-17
NODE_3709_length_2861_cov_235.458126_g1179_i2	-3.58456009544494	5.99491750276519	1.69167932083344e-19	1.92250451237347e-17
NODE_10010_length_2007_cov_86.096741_g5156_i1	-4.24561837191349	6.19862373506775	1.8525059730313e-19	2.08520459004777e-17
NODE_38307_length_687_cov_2854.395963_g24103_i0	-3.54723043117346	6.64606255306926	1.85898753541367e-19	2.08520459004777e-17
NODE_34224_length_814_cov_12.038911_g21092_i0	3.70387187869254	6.32903767686038	2.06579797994382e-19	2.30223189068061e-17
NODE_6543_length_2371_cov_367.257732_g3661_i1	-3.33559672277937	6.32398101883243	2.62730319372874e-19	2.9092330364404e-17
NODE_26423_length_1097_cov_509.072106_g16132_i0	-3.24962394341911	7.44453432958496	2.88428962422995e-19	3.17345343751263e-17
NODE_33734_length_830_cov_464.371029_g15325_i2	-3.2757458724599	6.89693752892307	3.31425347349266e-19	3.60447899542994e-17
NODE_50173_length_391_cov_3760.341954_g5485_i10	-3.89694883235306	5.81941089609286	3.31777330249716e-19	3.60447899542994e-17
NODE_2143_length_3363_cov_185.579518_g1384_i0	-3.60306080311964	5.84913507649944	3.43692706236201e-19	3.71059237970259e-17
NODE_31453_length_908_cov_8.701734_g19223_i0	4.06264186879237	6.17704579339485	3.94166771726437e-19	4.2290911893183e-17
NODE_42528_length_567_cov_77.160305_g27575_i0	3.15684523807116	8.43454838787681	4.0691356022977e-19	4.33890422185744e-17
NODE_17769_length_1495_cov_108.212810_g10998_i0	3.10340060606236	8.79032741116503	5.06003681408276e-19	5.36239729610219e-17
NODE_40248_length_631_cov_278.336735_g25637_i0	-3.36068821996586	6.70948173873656	5.79855885162686e-19	6.10757960993917e-17
NODE_7342_length_2271_cov_127.929533_g4476_i1	-3.76030346538723	5.10744221699635	6.81560439222762e-19	7.13531819826303e-17
NODE_50928_length_378_cov_531.313433_g35721_i0	-3.15519400717314	7.12635087565727	7.53815439278017e-19	7.8442216253545e-17
NODE_26308_length_1102_cov_9.733711_g16070_i0	4.13863261414019	6.03774117142219	7.76140338303044e-19	8.02817257715376e-17
NODE_36310_length_746_cov_202.769559_g22594_i0	-3.81964194211251	5.60484758748084	8.22052430229998e-19	8.4524605236863e-17
NODE_26057_length_1111_cov_411.992509_g10130_i1	-3.13572729797339	7.29355365375507	8.96115759488356e-19	9.15946960319637e-17
NODE_90258_length_152_cov_0.761468_g75048_i0	2.99177997073636	8.56639568094001	9.31676259645641e-19	9.46692688771695e-17
NODE_94546_length_147_cov_1.355769_g79336_i0	3.94548636513706	8.33330893793358	9.89689545539542e-19	9.99760070739769e-17
NODE_2414_length_3250_cov_359.270034_g605_i1	-3.17296866904587	6.83092505042293	1.0289785290813e-18	1.03274033627614e-16
NODE_12868_length_1789_cov_224.835052_g2461_i3	-3.82936275499255	5.29944757887294	1.03429476771895e-18	1.03274033627614e-16
NODE_27682_length_1049_cov_11.080517_g16864_i0	4.12169242651007	6.2643183526895	1.29001928642526e-18	1.2806777674546e-16
NODE_11851_length_1863_cov_250.889011_g575_i3	-3.43363512810894	6.51246570309883	1.82221042365353e-18	1.79867787761092e-16
NODE_1219_length_3866_cov_260.104630_g809_i0	-3.43319875775427	6.05479539540719	2.29232348504743e-18	2.24986340231302e-16
NODE_8285_length_2168_cov_191.735529_g5198_i1	-3.67907675514578	5.43756536442082	2.60083409493719e-18	2.53823774892345e-16
NODE_38619_length_678_cov_1627.598425_g19753_i2	3.11796014452246	7.76738488637724	3.52632596881318e-18	3.42212105535275e-16
NODE_15822_length_1602_cov_367.388069_g4347_i3	-3.15670511982125	6.86300931171031	3.79957671627389e-18	3.66669766463213e-16
NODE_18083_length_1478_cov_115.593031_g11177_i0	2.98197688938919	9.25244629629801	4.23077157001906e-18	4.06013045002829e-16
NODE_4767_length_2635_cov_88.956019_g917_i5	-3.76129028325177	5.21412725450902	4.89501456345508e-18	4.67162881597365e-16
NODE_43205_length_549_cov_11.590909_g28187_i0	3.21979564185559	11.6358524080208	5.05024372512609e-18	4.79329176416638e-16
NODE_27880_length_1041_cov_11.251503_g16997_i0	3.3373827598429	6.36059827289334	5.31753794215763e-18	5.0194071263842e-16
NODE_24847_length_1162_cov_23.815907_g15180_i0	3.87241094939021	6.94284270888427	5.72625025975765e-18	5.37582864060075e-16
NODE_22302_length_1272_cov_114.257933_g7631_i1	-3.57270847967169	5.55774880408459	6.03119327715758e-18	5.63150446862812e-16
NODE_12375_length_1825_cov_64.854658_g4574_i1	-3.85579340645298	5.21952137283645	7.67295267990426e-18	7.12594540820786e-16
NODE_80108_length_171_cov_2.398438_g64898_i0	3.78634294220361	6.01708821474788	8.37802943449677e-18	7.73914868724583e-16
NODE_12512_length_1814_cov_1843.830604_g6411_i2	-2.90262315789886	9.15017555451888	9.84144111984141e-18	9.04260925022024e-16
NODE_15454_length_1623_cov_287.858228_g1373_i9	-3.57552457906583	5.44299357750131	1.02038615780118e-17	9.32600555018921e-16
NODE_25661_length_1127_cov_625.775830_g13209_i1	-3.14339142735397	6.6367098418541	1.05654549094871e-17	9.60566674244636e-16
NODE_23168_length_1234_cov_191.440806_g12902_i1	-3.72548281995338	5.5042788126555	1.16233848704793e-17	1.05121649346942e-15
NODE_46950_length_457_cov_20.620773_g31769_i0	3.35418884402655	6.84892476894613	1.31819100751915e-17	1.18595997207739e-15
NODE_30262_length_948_cov_2101.570166_g11109_i1	3.55226525843308	5.0639109839726	1.36050567816347e-17	1.2176878282174e-15
NODE_3433_length_2933_cov_510.106574_g1496_i1	-2.96893487120838	7.68415767986502	1.38919601712998e-17	1.23695731958265e-15
NODE_15841_length_1601_cov_416.802953_g1292_i2	-3.10030304738415	7.26056569023637	1.76813434661713e-17	1.56629501043407e-15
NODE_28845_length_1003_cov_366.831250_g8837_i3	-3.18190781380539	6.28728892848809	1.93604262477683e-17	1.70628572961199e-15
NODE_24462_length_1177_cov_263.815697_g13834_i1	-3.54581445397118	6.06954841505192	2.00177611174635e-17	1.75526297229982e-15
NODE_33106_length_852_cov_559.995056_g20323_i0	-2.99019457828	7.36207810092638	2.28123960574663e-17	1.99020873483168e-15
NODE_30524_length_939_cov_923.437500_g18651_i0	-2.88062491637777	8.30435988554071	2.89944214177049e-17	2.5168323395449e-15
NODE_3753_length_2853_cov_162.403203_g2421_i0	-3.35224117984202	5.82385688729895	3.03337918750717e-17	2.61992960424995e-15
NODE_21672_length_1301_cov_125.927663_g13297_i0	-3.70520457042343	5.21969127035069	3.04872218951628e-17	2.62008095033354e-15
NODE_32014_length_888_cov_162.697041_g19590_i0	-3.27322404926697	6.19753987579008	3.09778570620977e-17	2.64906684599345e-15
NODE_29786_length_967_cov_191.020563_g18178_i0	-3.30978790224279	5.98098941346913	3.34988445921461e-17	2.85053715017109e-15
NODE_32378_length_876_cov_26.903962_g19836_i0	3.18270082743395	6.69124504027866	3.45143828257978e-17	2.92255612221976e-15
NODE_23671_length_1212_cov_323.042772_g507_i2	-3.12538639549088	6.52474042740439	3.62354679631119e-17	3.05332426143803e-15
NODE_56729_length_299_cov_1000.746094_g41519_i0	-3.15262461704308	7.01094494483089	4.30239756961821e-17	3.60774833095073e-15
NODE_25392_length_1139_cov_26034.788321_g58_i40	2.79352554829608	8.7435174692974	5.73239486151595e-17	4.78364197284186e-15
NODE_14566_length_1675_cov_196.030025_g4939_i1	-3.36217376355187	5.83797719693188	6.41561807746807e-17	5.32804743606651e-15
NODE_27822_length_1044_cov_3.602398_g16959_i0	3.80903359788277	6.53429181664982	9.3656384751056e-17	7.7407674171758e-15
NODE_19492_length_1404_cov_383.590742_g9909_i1	-2.9535378367842	6.93437877126159	9.71722279066496e-17	7.99310983266412e-15
NODE_25624_length_1129_cov_388.917127_g15256_i1	-3.00502285147468	7.23842542705944	1.17523944887821e-16	9.62136788621906e-15
NODE_35345_length_776_cov_1901.178718_g21892_i0	-2.75855901148371	8.93583471299697	1.71508304926983e-16	1.39746908457958e-14
