	logFC	logCPM	PValue	FDR
NODE_46829_length_460_cov_8.618705_g31651_i0	1.46118702786921	5.7535042513058	0.000124493095567605	0.00153060052159061
NODE_21511_length_1308_cov_13.391304_g13201_i0	1.64017019491078	5.15973992486705	0.000125376367106419	0.00153926891641526
NODE_23262_length_1230_cov_72.189553_g14225_i0	1.62823838084831	5.40939683246939	0.000125376367106419	0.00153926891641526
NODE_29981_length_960_cov_52.247546_g18299_i0	1.41889472172049	5.98248242201204	0.000126244436668034	0.00154882556747416
NODE_19676_length_1394_cov_403.960030_g11740_i1	1.24204964369644	8.37077376702744	0.000126479028685852	0.00154970273793212
NODE_21099_length_1324_cov_266.911788_g7385_i2	-1.30053532203782	6.70795540855471	0.000126555347291538	0.00154970273793212
NODE_40631_length_620_cov_269.512998_g25963_i0	-1.23936036829912	8.05512811683259	0.000126585073707434	0.00154970273793212
NODE_25991_length_1114_cov_62.610644_g15875_i0	-1.60181938890613	4.90339943291953	0.000127336713982392	0.00155780056468261
NODE_9664_length_2037_cov_24.636409_g6127_i0	1.58081097727298	5.2911341767372	0.000128624901237886	0.00157244624485721
NODE_15733_length_1607_cov_140.819693_g9784_i0	-1.27971354307286	7.18761501858962	0.000130376514507291	0.0015927326107489
NODE_46455_length_469_cov_860.295775_g31283_i0	1.23373058682698	7.94432356535389	0.000131146662414011	0.00160100879614108
NODE_11690_length_1873_cov_137.010929_g6165_i1	-1.40401866514126	5.92370701421932	0.000131356777558625	0.00160244136691221
NODE_16377_length_1570_cov_522.677145_g3227_i5	-1.30943400765566	6.42239703684719	0.000132401612767737	0.00161404760688066
NODE_20439_length_1358_cov_7.085932_g12574_i0	1.84683627413345	4.31391387263207	0.000132548992047103	0.00161470471694052
NODE_938_length_4090_cov_104.018532_g333_i2	-1.4584365434921	5.39051172228628	0.000133542607630568	0.00162566244130404
NODE_26023_length_1113_cov_35.604673_g15894_i0	-1.66838799874848	4.64549197918299	0.000135940308432529	0.00165252138484413
NODE_11786_length_1867_cov_78.233553_g7420_i0	-1.64461914818401	4.57772679657148	0.000135940308432529	0.00165252138484413
NODE_1392_length_3750_cov_37.725924_g917_i0	-1.75077749996754	4.44557304748815	0.000136842749083953	0.00166115365261856
NODE_623_length_4466_cov_176.547818_g423_i0	-1.73486680798468	4.38442914822722	0.000136842749083953	0.00166115365261856
NODE_24545_length_1174_cov_146.698497_g14991_i0	-1.3416535335425	6.15350081473106	0.000137095418478901	0.00166305214803689
NODE_15090_length_1642_cov_104.475297_g9116_i1	1.35023585696126	6.28593351692364	0.000137893976628689	0.0016715652998484
NODE_35173_length_782_cov_54.894452_g20111_i1	-1.64434212598305	4.65369919486172	0.000138539257262033	0.00167820976854444
NODE_11545_length_1884_cov_25.939163_g7279_i0	-1.51594546988881	5.14906153541597	0.000141257655957992	0.0017099402585973
NODE_5144_length_2569_cov_94.971101_g2013_i1	-1.72239225348693	4.30267693909396	0.000141669226901252	0.00171372144642313
NODE_14455_length_1683_cov_131.734756_g9006_i0	-1.37511379928546	5.88531788962819	0.000142390434657314	0.0017212402857036
NODE_816_length_4225_cov_102.368484_g540_i0	-1.42122202214369	5.54572082201045	0.000144117984777148	0.00174090494338493
NODE_18722_length_1444_cov_91.688080_g11567_i0	-1.41958690877678	5.4382873009345	0.000145465640461203	0.00175595630560924
NODE_34821_length_793_cov_38.912000_g21511_i0	1.38045686239571	5.70504446899312	0.000145774355994031	0.00175845406804532
NODE_8309_length_2166_cov_293.127650_g5271_i0	-1.52156748852307	5.0477688054093	0.000147217947396021	0.00177462862757772
NODE_27232_length_1065_cov_173.308219_g16595_i0	-1.30026512401964	6.46804301686386	0.000147608255360167	0.00177714181461273
NODE_22217_length_1277_cov_36.064019_g13641_i0	-1.70185312270989	4.24111991788623	0.000147632193120833	0.00177714181461273
NODE_9901_length_2015_cov_94.665314_g6260_i0	-1.47935922403526	5.19079673862036	0.000150847318043827	0.00181457978543807
NODE_3234_length_2987_cov_56.107337_g1428_i2	-1.68413199518475	4.44260247801817	0.000151430461281108	0.00182032692287394
NODE_31833_length_894_cov_48.199765_g19474_i0	1.33970198348542	6.37572715633837	0.000151550337727392	0.00182050106669191
NODE_1962_length_3437_cov_25632.805245_g58_i21	-1.29902238877895	6.11041400577116	0.000152303791716051	0.00182828054072486
NODE_28200_length_1027_cov_109.323171_g17185_i0	-1.38603422295473	6.687105918705	0.000152557831538975	0.00183005832083629
NODE_16955_length_1540_cov_39.887108_g10516_i0	-1.7556772872793	4.36538340135697	0.000153723198746391	0.0018427581784491
NODE_34267_length_812_cov_104.925878_g19732_i1	1.26777181803459	7.3936739673302	0.000154353485567104	0.00184903058924143
NODE_3242_length_2984_cov_124.072084_g2082_i0	-1.33786066430076	6.00294496662532	0.00015492542546689	0.00185415987461797
NODE_11616_length_1878_cov_27.597275_g7320_i0	1.58051544163345	5.35953378111316	0.000155044294391434	0.00185415987461797
NODE_13073_length_1776_cov_175.535488_g7606_i1	-1.29167154222968	6.56025266973495	0.000155103682923641	0.00185415987461797
NODE_33770_length_829_cov_93.879135_g20254_i1	1.41171227506382	5.8770866493394	0.00015621637670804	0.00186616991096452
NODE_40208_length_632_cov_54.312394_g25606_i0	1.4311726212404	5.36080868561047	0.000157585149267752	0.00188122036520467
NODE_38250_length_689_cov_13.260062_g24058_i0	1.69207746150123	4.83006618127992	0.000158494820604267	0.00188946827544383
NODE_2084_length_3388_cov_43.666368_g1346_i0	-1.67722728572663	4.78629101809921	0.000158494820604267	0.00188946827544383
NODE_11009_length_1927_cov_77.311040_g6943_i0	-1.45852959442102	5.32368665175658	0.000159475610355357	0.0018998494436403
NODE_38845_length_671_cov_309.855096_g2567_i4	-1.80949239376816	4.20354283456609	0.00015975642225123	0.00190188314125965
NODE_6930_length_2319_cov_22.043937_g4109_i2	1.60972946626466	4.90557942771527	0.000162560128623197	0.00193392814176109
NODE_37313_length_717_cov_400.451039_g23360_i0	-1.47034624417835	5.06815982767163	0.000163300123350377	0.0019413945841393
NODE_10461_length_1969_cov_331.600208_g6073_i2	-1.42338512390939	5.23414009794729	0.000164451702040774	0.0019537405096646
NODE_3368_length_2949_cov_41.366827_g683_i1	-1.7131570070862	4.21616955033899	0.000165902745620844	0.001969624761412
NODE_19653_length_1396_cov_14.606061_g12114_i0	1.68088301471686	4.82353117340209	0.000169403337846296	0.0020098030617836
NODE_31756_length_897_cov_47.460187_g19426_i0	1.32366678481797	6.3472423243365	0.000170223423555411	0.00201814647803443
NODE_34448_length_805_cov_1179.938320_g21237_i0	-1.18954133577002	9.08948779197281	0.000171292513639689	0.00202942858752537
NODE_5919_length_2453_cov_40.935270_g1895_i1	-1.61504706053933	4.58761894568707	0.00017148834320083	0.00203035616206384
NODE_10485_length_1968_cov_54.183896_g3349_i4	1.40495848226248	5.88110040276116	0.000173589781237616	0.00205382868568396
NODE_28620_length_1011_cov_54.788223_g17440_i0	1.35000194176151	6.47055785688791	0.000173747909352779	0.00205429252988358
NODE_24312_length_1183_cov_88.225439_g8800_i2	-1.4430982269046	5.4441034597343	0.000174408463642153	0.00206069206631638
NODE_14953_length_1651_cov_71.669154_g3986_i1	-1.46109583804124	5.16133624209938	0.000174534360462088	0.00206077002229809
NODE_12661_length_1803_cov_11.961364_g7942_i0	1.71683808198931	4.48570839802994	0.000178127197315217	0.00210175492242012
NODE_16741_length_1551_cov_82.005968_g3602_i3	-1.44486551036606	5.23761846028919	0.000180149365199497	0.00212416391430451
NODE_21999_length_1287_cov_46.897910_g13506_i0	-1.66124274373455	4.36142281982217	0.000180333303269132	0.00212488231969371
NODE_31247_length_915_cov_46.559633_g19084_i0	-1.62602075586608	4.63109900691108	0.000180920111244494	0.00212889237168759
NODE_21683_length_1301_cov_31.298887_g13307_i0	-1.62395804500655	4.50385783829021	0.000180920111244494	0.00212889237168759
NODE_24415_length_1179_cov_79.264965_g14914_i0	1.2875405238918	7.17795704906974	0.000182197346091098	0.00214246218950144
NODE_7361_length_2268_cov_80.801798_g3830_i1	-1.49111990693636	5.06419914133451	0.000182474316921824	0.00214425942211401
NODE_65119_length_231_cov_3.361702_g49909_i0	1.85886803752139	5.32094009695069	0.000188313908728803	0.00220987395338407
NODE_18873_length_1436_cov_108.782484_g7022_i2	-1.82226362838706	4.007678952304	0.000188313908728803	0.00220987395338407
NODE_2874_length_3099_cov_118.412958_g1852_i0	-1.48196230777822	4.99401329173405	0.000189390120619054	0.00221858579529569
NODE_9875_length_2018_cov_330.374684_g6068_i1	-1.23524702436749	7.0404648177931	0.000189413482785856	0.00221858579529569
NODE_29116_length_993_cov_1833.134737_g8991_i1	-1.17147393752599	9.69309505391224	0.000189441591296813	0.00221858579529569
NODE_12117_length_1844_cov_167.124931_g2505_i1	-1.31767644423416	6.02497373235168	0.000190100866527182	0.00222479835256811
NODE_30484_length_941_cov_10.064588_g18626_i0	1.69253541858556	4.93416487801065	0.000190364912305219	0.00222638015921487
NODE_9892_length_2016_cov_60.375570_g6253_i0	-1.63861288807036	4.32327668894971	0.00019126291688634	0.00223385775949603
NODE_6305_length_2401_cov_15.896947_g4035_i0	1.62410716694814	4.33722897502697	0.00019126291688634	0.00223385775949603
NODE_15753_length_1606_cov_343.123480_g9375_i1	-1.21411421745682	7.65671185198337	0.000192218688858217	0.00224350380495732
NODE_37896_length_699_cov_24.664634_g23796_i0	1.52001098062769	5.31085168653176	0.000192497645769021	0.00224372762011745
NODE_39366_length_656_cov_21.833605_g24932_i0	1.49800217406624	5.8087671605899	0.000192497645769021	0.00224372762011745
NODE_31387_length_910_cov_78.820069_g2201_i5	-1.48699911137475	5.05654866053205	0.00019267600817525	0.00224429222199546
NODE_11571_length_1881_cov_383.964091_g3753_i3	-1.43799487577149	5.4549804187711	0.000193031278744256	0.0022469153025797
NODE_38788_length_673_cov_66.922222_g24475_i0	1.28436076112663	6.48771402454251	0.000194293876077646	0.00226008916859614
NODE_12473_length_1817_cov_285.847238_g2427_i8	-1.25456092171148	6.82306315040945	0.000194774755355767	0.0022641582261208
NODE_11426_length_1893_cov_109.215676_g7205_i0	-1.38728118940506	5.42877005571164	0.000195207315080555	0.00226766049811803
NODE_1420_length_3728_cov_25.964450_g843_i1	1.4981805414169	6.28311512658412	0.000196292795045746	0.00227873772958348
NODE_10155_length_1995_cov_16.807889_g6408_i0	1.56253077302193	4.69635482702589	0.000198257644730763	0.00230000171596991
NODE_15942_length_1596_cov_19.808113_g9905_i0	1.46876195886149	5.21626448608663	0.000199076780778317	0.00230795457125144
NODE_47522_length_444_cov_73.172070_g32333_i0	1.37364189372065	5.84964733789338	0.000200310450514807	0.00232069934419368
NODE_1014_length_4015_cov_124.092649_g592_i1	-1.56206780006403	4.52958243821784	0.000200581446733823	0.00232072599523112
NODE_26446_length_1096_cov_71.823362_g15134_i1	-1.55769978053516	4.59477419572462	0.000200581446733823	0.00232072599523112
NODE_44024_length_529_cov_11.502058_g28941_i0	1.74375397660201	4.57160069200893	0.000201161310915471	0.00232587716516321
NODE_12238_length_1835_cov_15.026228_g7686_i0	1.6546233983783	4.64051699569888	0.000202588010105647	0.00234080621174912
NODE_14064_length_1710_cov_22.552490_g8773_i0	1.42476127463121	5.59496353000872	0.000207043127405749	0.00239068381203671
NODE_37099_length_723_cov_24.480882_g23202_i0	1.41666304881128	5.85231145413792	0.000208097310848832	0.00240125113400316
NODE_9366_length_2061_cov_368.997027_g4685_i1	1.1832152836419	9.14346720408555	0.000208875044607453	0.00240861650236926
NODE_49898_length_396_cov_128.821530_g34695_i0	1.21796817444424	7.71015121762652	0.000212728700953872	0.0024501690458315
NODE_17064_length_1534_cov_161.224681_g10583_i0	1.18841439873299	8.51566177117851	0.0002129394272385	0.0024501690458315
NODE_39088_length_664_cov_11.157810_g24706_i0	1.60226598053931	5.28163219905649	0.000213045843860074	0.0024501690458315
NODE_16591_length_1560_cov_15.971655_g10308_i0	1.58489945450812	5.36142209464809	0.000213045843860074	0.0024501690458315
NODE_7531_length_2250_cov_54.796103_g4797_i0	-1.47195307501887	5.00808277826473	0.000214820617530608	0.00246709813450008
NODE_26543_length_1093_cov_42.696190_g16194_i0	-1.69689982141542	4.49283869723515	0.000214946317727372	0.00246709813450008
NODE_5196_length_2561_cov_37.142176_g3329_i0	-1.69039541137266	4.21716290407861	0.000214946317727372	0.00246709813450008
NODE_85981_length_159_cov_2.646552_g70771_i0	1.85612748575158	4.36745786504528	0.000215574775076536	0.00247266843603724
NODE_4280_length_2736_cov_69.539176_g1708_i1	-1.51200948331437	4.57226697118944	0.000215988515274628	0.00247577014787918
NODE_45407_length_494_cov_41.022173_g30256_i0	1.37047151809717	6.00251263809973	0.000218500597634146	0.00250290406069777
NODE_4918_length_2608_cov_250.915789_g3159_i0	-1.41016296869608	5.61647404094217	0.0002188809123146	0.00250559899226137
NODE_9604_length_2041_cov_229.545546_g2603_i1	-1.25662159763407	6.77986505360653	0.000221044176059107	0.00252868681936756
NODE_17100_length_1532_cov_42.856279_g10605_i0	1.34693188237631	6.24611421349268	0.000221510690482927	0.00253234657008741
NODE_19180_length_1420_cov_85.315904_g11407_i1	1.35253814755493	6.31702630501058	0.000225669531874798	0.00257818485026803
NODE_27521_length_1055_cov_35.093874_g16769_i0	-1.62571081545076	4.3696813676455	0.000226895668578381	0.00258987902724339
NODE_39359_length_656_cov_50.952692_g24926_i0	1.31240951664684	6.57193882311736	0.000226992986410009	0.00258987902724339
NODE_9249_length_2072_cov_30.557910_g5863_i0	1.39617995951518	5.4676982661781	0.000230173889707021	0.00262443813254064
NODE_25594_length_1130_cov_148.908004_g3482_i2	-1.33243436761613	5.94606165208067	0.000232495285414857	0.00264915802127721
NODE_98675_length_60_cov_416.893204_g83465_i0	-1.36771709143015	5.68086874088153	0.000233513780886868	0.00265766644278473
NODE_15207_length_1637_cov_21.404642_g9469_i0	1.50052158086402	5.44379115684665	0.000233549708240547	0.00265766644278473
NODE_34907_length_790_cov_85.526104_g21569_i0	-1.35544629953999	5.69276562567718	0.000234635851696602	0.00266826840171633
NODE_18457_length_1458_cov_221.249470_g11396_i0	-1.22319251753221	7.08627205567448	0.000238015853180063	0.00270492489988975
NODE_1783_length_3525_cov_247.909248_g124_i6	-1.50737802595387	4.69220648371563	0.000239440283201902	0.0027193237685928
NODE_5567_length_2505_cov_65.876117_g2964_i2	-1.77743187956721	4.1467605358575	0.000242706819125969	0.00275461077107884
NODE_18559_length_1453_cov_51.932624_g8503_i1	-1.60737194976033	4.51368836430062	0.000250890133252011	0.00284561796572241
NODE_65109_length_231_cov_22.526596_g49899_i0	1.60747079725058	4.42732462941918	0.000255805760405857	0.00289946765436403
NODE_37252_length_719_cov_205.900888_g23312_i0	-1.32342669292001	5.86515012366139	0.000259480097711586	0.00293918636581636
NODE_3754_length_2853_cov_61.137011_g1269_i1	-1.60118215551613	4.34545980458991	0.000262731238758735	0.00297211487774617
NODE_21319_length_1316_cov_53.653574_g13091_i0	-1.5491751147236	4.527042962628	0.000262731238758735	0.00297211487774617
NODE_13257_length_1763_cov_96.518023_g7593_i1	-1.40382985416558	5.11782094125309	0.00026380029134831	0.00298193628851957
NODE_20014_length_1378_cov_181.480899_g12322_i0	1.17726703585354	8.59376213506084	0.000263944690583908	0.00298193628851957
NODE_1266_length_3824_cov_283.587411_g205_i2	-1.22765230081268	6.88700778252896	0.000265469169895597	0.0029971989808997
NODE_1565_length_3645_cov_83.972793_g409_i3	-1.52253735720277	4.52687527423247	0.000266390408215379	0.00300563547453459
NODE_5528_length_2510_cov_56.290231_g3552_i0	-1.50907964522208	4.80765982789408	0.000267891428333061	0.00301949628345543
NODE_12102_length_1845_cov_94.167037_g3104_i3	-1.46525713028129	4.87545051009272	0.000267968496152435	0.00301949628345543
NODE_3970_length_2806_cov_23.739052_g2563_i0	1.58370146884972	5.15477894700589	0.000269182780491581	0.00303120166245865
NODE_37919_length_698_cov_253.537405_g23814_i0	-1.29733405462355	5.89882184144917	0.000274439908824077	0.00308522524763331
NODE_19155_length_1421_cov_130.876633_g11216_i1	-1.56542756177382	4.73459815519109	0.000274451974469978	0.00308522524763331
NODE_49581_length_402_cov_15.883008_g34378_i0	1.68194368888172	4.3682653393019	0.000274694710597431	0.00308522524763331
NODE_37283_length_718_cov_35.619259_g23335_i0	-1.62100781079629	4.38826471357842	0.000274694710597431	0.00308522524763331
NODE_37088_length_723_cov_168.945588_g23195_i0	-1.25462166841669	6.62609309235547	0.000275732695711113	0.00309101290403403
NODE_33806_length_828_cov_93.150318_g20790_i0	1.22317178240918	7.08087730982714	0.000275732720550574	0.00309101290403403
NODE_27316_length_1062_cov_81.023553_g16646_i0	1.27925175402494	6.39551090887559	0.000275746838318655	0.00309101290403403
NODE_27826_length_1043_cov_79.719000_g16963_i0	-1.3441073148551	5.78356279116398	0.000276455746136604	0.00309694977870538
NODE_27102_length_1071_cov_52.283074_g15228_i1	-1.5222284906152	4.58701369630592	0.00027678384762767	0.0030986158029296
NODE_30354_length_945_cov_185.068736_g18540_i0	1.17484363883637	8.44240612408832	0.000277721761476036	0.00310710214231674
NODE_35292_length_778_cov_36.578231_g21853_i0	1.36650301319404	6.51005365325677	0.000282033028898117	0.00315329355416574
NODE_7637_length_2237_cov_32.921149_g4865_i0	1.52782265348644	5.03663398455252	0.000286042438361995	0.00319605244519088
NODE_11294_length_1904_cov_113.132187_g5252_i1	-1.26241303460394	6.2423514004095	0.000288871982578852	0.00322558153010155
NODE_21843_length_1294_cov_31.317346_g13407_i0	1.313195515021	6.27946638280184	0.000290018931332031	0.00323629652443766
NODE_20647_length_1346_cov_103.497314_g9563_i1	-1.29699618443542	5.94510904743107	0.0002945376958618	0.00328459919839686
NODE_38958_length_668_cov_11.811200_g24600_i0	1.57158254450998	5.18122331422094	0.000295468489569168	0.00329285334762439
NODE_26058_length_1111_cov_100.423221_g14818_i1	-1.37693996834087	5.5394222841954	0.00029602324787474	0.00329690882255852
NODE_23361_length_1226_cov_63.482671_g12824_i1	1.36435096743735	5.83856448930464	0.000297594328575067	0.00331227089678202
NODE_28382_length_1020_cov_538.096213_g12875_i1	-1.15723045637247	8.13068506623001	0.000311478003328872	0.00346271780111249
NODE_10431_length_1971_cov_64.192946_g4249_i1	1.2972245544935	6.34361522984051	0.000311512299579068	0.00346271780111249
NODE_7445_length_2260_cov_41.572395_g321_i1	-1.63057547926523	4.20900133622852	0.000313068931198418	0.00347778309808455
NODE_33660_length_832_cov_832.084918_g20694_i0	1.13317044588302	9.82616851996317	0.000314660439297963	0.0034932162136459
NODE_8068_length_2192_cov_93.805026_g5121_i0	-1.32910340938892	5.6235399193944	0.000320015800161752	0.00355038723955947
NODE_18194_length_1473_cov_10.936364_g11242_i0	1.77902626895003	4.54418831698494	0.00032190437686714	0.00356675831045733
NODE_75944_length_184_cov_1.226950_g60734_i0	1.77635332259451	4.49494998989851	0.00032190437686714	0.00356675831045733
NODE_12627_length_1805_cov_84.644154_g151_i11	1.4557288757465	5.45545843021013	0.000322353859687246	0.00356944908476762
NODE_30085_length_955_cov_114.270833_g10967_i1	-1.33638025867512	5.49852890176976	0.000325285114337129	0.00359959965730914
NODE_5093_length_2578_cov_1196.749507_g58_i34	-1.6530975234229	4.70202918467217	0.000330006069015356	0.00364716880113325
NODE_27665_length_1050_cov_17.102284_g16854_i0	1.59944093637113	4.40361964072591	0.000330006069015356	0.00364716880113325
NODE_17893_length_1488_cov_42.709343_g11073_i0	1.29654323926013	6.15976336908044	0.000331932270492718	0.00366611127908645
NODE_11949_length_1855_cov_87.847130_g2287_i6	-1.40051847272565	5.2260891362337	0.000333151310589402	0.00367722411445452
NODE_11933_length_1856_cov_24.930502_g4560_i1	1.59536691674209	4.85870815639937	0.000333793923654507	0.00367726800842343
NODE_1595_length_3622_cov_48.974294_g656_i1	-1.56592744341623	4.34013286011049	0.000333793923654507	0.00367726800842343
NODE_37213_length_720_cov_55.948301_g23284_i0	-1.53922007934374	4.49463488769865	0.000333793923654507	0.00367726800842343
NODE_44184_length_524_cov_515.357588_g29092_i0	-1.46050028463655	4.82673485854304	0.000336686139084157	0.00370676632666649
NODE_11660_length_1875_cov_84.669760_g3049_i2	1.69734735638468	4.71030093199987	0.000339332178707603	0.00372639800063263
NODE_86593_length_158_cov_1.773913_g71383_i0	1.68888268130643	4.87032586593053	0.000339332178707603	0.00372639800063263
NODE_4814_length_2627_cov_40.784056_g2684_i2	1.68816039245736	4.16782303300336	0.000339332178707603	0.00372639800063263
NODE_33457_length_840_cov_38.588457_g6644_i2	1.6649255117238	4.81210219860621	0.000339332178707603	0.00372639800063263
NODE_44381_length_519_cov_16.241597_g29276_i0	1.40571930229891	5.49587188828625	0.000339693599815461	0.00372799697789852
NODE_14117_length_1706_cov_220.819002_g6561_i1	1.22792639744118	6.64645597903577	0.000342698737575754	0.00375858920183084
NODE_34785_length_794_cov_32.127830_g21479_i0	1.33066415833201	5.73685683203102	0.000342960067006526	0.00375906865321747
NODE_21835_length_1294_cov_69.019984_g13403_i0	-1.3503307159004	5.93451243429952	0.000344928034510917	0.00377824151435738
NODE_11993_length_1853_cov_8.440331_g7547_i0	1.51839720235765	5.4954493182711	0.000345861719689493	0.00378492732892879
NODE_9550_length_2046_cov_77.229656_g3675_i1	-1.43933287771792	4.8767185549951	0.000346227994714558	0.00378492732892879
NODE_10653_length_1955_cov_93.135983_g6261_i1	-1.43178450834362	4.97556745296374	0.000346227994714558	0.00378492732892879
NODE_10912_length_1935_cov_12.396934_g6876_i0	1.59387725574225	4.84670725614452	0.000346633960539849	0.00378492732892879
NODE_41585_length_592_cov_16919.874317_g26766_i0	-1.58658539884827	3.9485327770913	0.000346633960539849	0.00378492732892879
NODE_16676_length_1555_cov_43.235450_g10368_i0	-1.57569022421538	4.5698360325018	0.000347975183746057	0.00379717203034074
NODE_34186_length_815_cov_93.365285_g21062_i0	1.20930367872675	7.13140065437989	0.000348688243952114	0.00380255096340203
NODE_49119_length_411_cov_1253.067935_g33917_i0	-1.11860628153087	10.3413852649748	0.000352082182829782	0.00383714045817139
NODE_35572_length_769_cov_107.227273_g22058_i0	-1.3308686853254	5.55925281286888	0.000352994220550947	0.00384465458120874
NODE_8800_length_2115_cov_84.946911_g2597_i2	-1.38371287181284	5.08724417171313	0.000354858767644237	0.00386252700207092
NODE_4154_length_2763_cov_52.527206_g2411_i1	-1.43477799403732	4.97340661571162	0.000355638241227394	0.00386857366433375
NODE_55234_length_316_cov_29.450549_g40024_i0	1.38940836080193	5.32804783413698	0.000356173813559636	0.00387196126836321
NODE_36623_length_738_cov_30.851799_g22831_i0	1.39386780696579	5.20025798989753	0.000356604825661749	0.00387420865313273
NODE_28339_length_1022_cov_49.406537_g16820_i1	-1.64257024607526	4.14867815570704	0.000358807140876994	0.00388835291813626
NODE_5015_length_2592_cov_88.877207_g3172_i1	-1.63972035669555	4.30231064825763	0.000358807140876994	0.00388835291813626
NODE_9936_length_2013_cov_38.221827_g6282_i0	-1.63830347899536	4.34656549244434	0.000358807140876994	0.00388835291813626
NODE_4684_length_2651_cov_40.285276_g2154_i1	-1.63397969175961	4.15601113945817	0.000358807140876994	0.00388835291813626
NODE_44778_length_510_cov_195.732334_g29649_i0	-1.21162221114772	7.10166158285478	0.000359261457761736	0.00389083537390359
NODE_6286_length_2402_cov_132.015685_g1407_i1	-1.24841979148419	6.24311093328669	0.000360373546022508	0.00390043398119849
NODE_10859_length_1938_cov_59.696042_g6844_i0	-1.54658927816281	4.44594403379763	0.000361900048801697	0.00391205346871121
NODE_9023_length_2095_cov_46.240253_g4805_i1	-1.5444556772567	4.75751734274507	0.000361900048801697	0.00391205346871121
NODE_25549_length_1132_cov_89.129477_g2340_i1	-1.60175974287094	4.36497712283633	0.00036293783008272	0.00391836754803057
NODE_6176_length_2418_cov_104.124211_g3539_i2	-1.56367666429524	4.48063996707388	0.00036293783008272	0.00391836754803057
NODE_21296_length_1317_cov_164.600471_g13076_i0	-1.21737281487188	6.32473356630185	0.000363361455394922	0.00392049080605364
NODE_48624_length_421_cov_3918.952381_g5485_i8	-1.1295131943551	8.75241743352175	0.000366533264239861	0.00395224444848899
NODE_16104_length_1586_cov_39.224238_g9234_i1	-1.7182767923499	4.13479162755936	0.000368904879795506	0.00397533555432787
NODE_38713_length_675_cov_210.098101_g24417_i0	1.22861909729089	6.47423415950735	0.00037048999512003	0.00398992779033878
NODE_12604_length_1807_cov_46.723356_g4267_i3	1.32526227259433	6.43576192304581	0.000371661574737379	0.0040000511165193
NODE_22079_length_1283_cov_70.128226_g7761_i2	-1.40172119064546	5.0621983529871	0.000373082829590182	0.00401284732150734
NODE_38654_length_677_cov_88.995268_g24373_i0	1.2178812510947	6.85795171677774	0.000373786090739496	0.00401790972709027
NODE_46782_length_461_cov_12.222488_g31605_i0	1.57239346274367	4.93699246591078	0.00037890691797852	0.00406789192116902
NODE_10114_length_1998_cov_89.975959_g6390_i0	-1.55973891126647	4.4280837572598	0.00037890691797852	0.00406789192116902
NODE_1214_length_3868_cov_147.075817_g805_i0	-1.23088687403787	6.25432251564384	0.000380277838519233	0.00408007415067157
NODE_28847_length_1003_cov_99.551042_g17580_i0	1.20719197510419	7.10552576397936	0.000383498461969543	0.00411207475609055
NODE_42690_length_562_cov_423.142582_g27718_i0	-1.21536156622943	6.54478854024846	0.000384292176123857	0.00411802918757041
NODE_27103_length_1071_cov_42.156615_g16516_i0	1.28438316491706	6.31633450676972	0.000385355022390609	0.00412685843569459
NODE_25392_length_1139_cov_26034.788321_g58_i40	-1.13647388824132	8.7435174692974	0.000386566801044066	0.004137270707085
NODE_35412_length_774_cov_97.220246_g5957_i1	-1.3495045853218	5.35015971214633	0.000388294766838108	0.00415319120889255
NODE_87561_length_156_cov_2.141593_g72351_i0	1.68913339920783	4.59505675981112	0.00039159204338506	0.00418586692910491
NODE_44414_length_518_cov_331.067368_g29309_i0	-1.34811061778064	4.85997554217104	0.000392754013561109	0.00419569129885875
NODE_40589_length_622_cov_3.730570_g25927_i0	1.92724394032261	4.02508760698751	0.000393713655524763	0.0042033434397619
NODE_3128_length_3018_cov_50.934454_g2010_i0	-1.54774863067686	4.29999343220708	0.000394533862234274	0.00420949841645142
NODE_29787_length_967_cov_150.474026_g18179_i0	-1.63511635398209	4.25530512554432	0.000396466033954564	0.00422489467645351
NODE_39533_length_651_cov_73.039474_g1786_i4	-1.61748644758022	4.27025907824128	0.000396466033954564	0.00422489467645351
NODE_23282_length_1229_cov_86.621417_g13126_i1	-1.38584424235833	5.17458916845638	0.000400697083919435	0.00426541463111772
NODE_48769_length_418_cov_138.813333_g33570_i0	1.15491797890625	7.65347939813046	0.000400762298616653	0.00426541463111772
NODE_12285_length_1831_cov_30.342282_g4474_i1	-1.72900604870989	3.98725649428531	0.000401993281506401	0.00427588173937289
NODE_5324_length_2542_cov_62.690276_g3404_i0	-1.37921597988853	5.24085321196249	0.000404739039890915	0.00430243826158503
NODE_66596_length_222_cov_1797.296089_g51386_i0	-1.11034638807624	9.94748449335554	0.000407916935092161	0.00433355297465067
NODE_22716_length_1255_cov_14.127063_g13914_i0	1.5337212675426	4.84368104259846	0.000409814163389466	0.0043483598638757
NODE_53174_length_343_cov_14.006667_g37964_i0	-1.5241380555987	4.66026285690601	0.000409814163389466	0.0043483598638757
NODE_5728_length_2479_cov_45.408456_g3684_i0	-1.42322177505534	5.06016754660914	0.000413092231733642	0.00438045132656042
NODE_22844_length_1249_cov_42.006633_g13980_i0	-1.66604370827762	4.24565401583486	0.00041369230473629	0.00438412323436483
NODE_3460_length_2927_cov_59.912275_g2226_i0	-1.47251720657162	4.7182248321224	0.000414954427005828	0.00439480243537626
NODE_23442_length_1222_cov_127.357930_g13740_i1	-1.45995542511075	5.14149528810588	0.000415371190879348	0.00439652080346192
