	logFC	logCPM	PValue	FDR
NODE_31950_length_891_cov_15.926887_g4516_i1	8.48479605844321	11.1798622863817	2.1384648531534e-80	3.69398418733718e-76
NODE_43320_length_546_cov_49.280318_g28296_i0	7.68788394194646	12.8380913867467	3.21384002556786e-75	2.77579363008296e-71
NODE_62988_length_245_cov_3.297030_g47778_i0	8.12621033941589	10.3955815841132	9.96720037878582e-70	5.73911397810488e-66
NODE_41062_length_608_cov_25.053097_g26312_i0	7.50679476348392	11.4967552396683	2.88676902085054e-69	1.24665120165431e-65
NODE_39673_length_647_cov_4.359272_g25181_i0	7.88160331518226	9.00562034679148	3.58993844987017e-65	1.24025193566115e-61
NODE_40465_length_625_cov_10.733677_g25825_i0	7.01976661649628	10.9462469086053	9.9035070267168e-64	2.85121967299177e-60
NODE_36954_length_727_cov_68.980994_g23083_i0	6.81870007372155	11.9261767664052	1.43238608307808e-63	3.53471959987011e-60
NODE_44480_length_517_cov_6.251055_g29365_i0	7.19796404475478	10.3320539077207	1.28000472649617e-62	2.76385020568685e-59
NODE_31149_length_919_cov_13.807078_g19030_i0	6.82611382821396	11.0396240121727	3.62094774440053e-60	6.94980570408608e-57
NODE_39204_length_660_cov_57.051864_g24799_i0	6.40702282583373	11.4429988553029	1.2124374159691e-57	2.09436439234502e-54
NODE_49363_length_406_cov_22.055096_g34160_i0	6.2998817004785	12.2725965105276	1.0402797659808e-56	1.63361751614112e-53
NODE_43205_length_549_cov_11.590909_g28187_i0	6.39071105448301	11.6358524080208	1.7654007176063e-55	2.54129433299427e-52
NODE_67879_length_216_cov_1.179191_g52669_i0	6.77353687437962	8.83303315682804	7.7760521587243e-53	1.03325788453695e-49
NODE_66077_length_225_cov_4.686813_g50867_i0	6.4207249224308	11.3012679082806	2.55748905193745e-51	3.15557613451197e-48
NODE_38262_length_689_cov_4.258514_g24065_i0	6.41709689799499	10.9990940064201	2.50525353257404e-50	2.88504996811226e-47
NODE_21971_length_1289_cov_9.379615_g13488_i0	6.30164899106191	10.0176593929781	5.38094898715636e-50	5.80940705025868e-47
NODE_72006_length_198_cov_1.200000_g56796_i0	6.19747415097897	8.16083741476069	2.91711916933726e-44	2.96413626653716e-41
NODE_18127_length_1476_cov_682.860433_g11199_i0	-6.02612665946076	7.28631670184346	4.31493234326114e-43	4.14089673874961e-40
NODE_6215_length_2412_cov_985.177712_g1972_i1	-5.53245351189823	8.00831904294375	1.2645798795591e-42	1.14970278102652e-39
NODE_29325_length_986_cov_589.162248_g17881_i0	-5.80186821154162	7.46520616043262	3.17452822346377e-42	2.74184002660566e-39
NODE_27923_length_1039_cov_23.360442_g17022_i0	5.23447308578645	9.27801486583955	3.76911275979647e-41	3.10036446727258e-38
NODE_9270_length_2070_cov_1007.095708_g5879_i0	-5.2668460030415	8.01797333941824	1.4772041116899e-40	1.15987381024233e-37
NODE_98550_length_124_cov_14.049383_g83340_i0	4.91706606376013	11.62713837764	5.92485222274551e-40	4.44982162155243e-37
NODE_74584_length_188_cov_1.779310_g59374_i0	5.7176443043336	8.17035274489083	9.64553712688208e-40	6.94237534707338e-37
NODE_94546_length_147_cov_1.355769_g79336_i0	5.75834746357703	8.33330893793358	1.63386414536195e-38	1.1289347698793e-35
NODE_36775_length_733_cov_529.801449_g22950_i0	-5.38581735647166	7.26276327216596	2.91796769880175e-38	1.93865284727313e-35
NODE_36231_length_749_cov_6.804533_g22531_i0	5.56060071187217	7.64089737875851	5.24074233891227e-38	3.3529104874952e-35
NODE_12265_length_1832_cov_676.195640_g7702_i0	-5.14548037798718	7.52665997156849	7.35912623500577e-38	4.54005523512463e-35
NODE_98656_length_103_cov_123.767123_g83446_i0	4.67935651485894	10.0647068218918	2.84127071781341e-37	1.69241759929341e-34
NODE_35569_length_769_cov_1288.976584_g22055_i0	-4.75214614670087	8.62417455510078	4.79731163945594e-37	2.76229204199873e-34
NODE_89861_length_152_cov_1.917431_g74651_i0	5.86148100172939	7.97030505596046	5.45938316249374e-37	3.04210918544893e-34
NODE_13606_length_1739_cov_39.109670_g8500_i0	4.88508749210675	8.48002775390426	5.68282364738494e-37	3.06765924015398e-34
NODE_35963_length_757_cov_29.320728_g22347_i0	5.02105415130405	9.5822181985649	2.43097182434688e-36	1.2725032513263e-33
NODE_7198_length_2288_cov_613.037416_g2483_i1	-5.07568424679024	7.10030071535851	5.83374530321971e-36	2.96388577552404e-33
NODE_22985_length_1242_cov_11.180984_g14060_i0	5.06173756849285	7.3355297136723	6.384929585315e-34	3.15123639019232e-31
NODE_24940_length_1158_cov_14.417937_g15231_i0	4.80985902618434	7.41993302631156	1.14543673808143e-33	5.43722412992596e-31
NODE_11330_length_1901_cov_493.764263_g7145_i0	-4.9767454153719	6.90754171834501	1.16462482810733e-33	5.43722412992596e-31
NODE_19588_length_1399_cov_1151.048673_g11230_i1	-4.50118479903099	8.12172828213177	3.89061179264405e-33	1.7685902133193e-30
NODE_2310_length_3295_cov_511.580566_g905_i2	-4.84190518713895	7.11208657120714	6.87336597719302e-33	3.04437240743673e-30
NODE_3530_length_2906_cov_309.474328_g2265_i0	-5.17385101313934	6.47721905958846	8.09683797498178e-33	3.49661947949588e-30
NODE_26535_length_1093_cov_422.249524_g16190_i0	-4.97038594075222	6.71154973494437	1.16021297071785e-32	4.88817533077564e-30
NODE_41122_length_606_cov_258.790409_g26366_i0	4.25248854256697	10.2839581534872	1.44205195693121e-32	5.93095369143563e-30
NODE_7645_length_2236_cov_938.258094_g1909_i1	-4.41979866057463	7.86489341231554	5.78465375405579e-32	2.32381648715255e-29
NODE_18804_length_1441_cov_8.155937_g11619_i0	4.96728842971423	7.52446784778117	6.79246808489835e-32	2.66666122042123e-29
NODE_32602_length_868_cov_1084.520000_g19990_i0	-4.53668286366212	7.52217520679992	7.08698568110516e-32	2.72045757012023e-29
NODE_12528_length_1813_cov_354.261582_g1527_i1	-4.95520427995398	6.51837498869422	1.33505683396099e-31	4.90826180581047e-29
NODE_25270_length_1144_cov_611.584015_g15430_i0	-4.54486002977446	7.42107519000589	1.33546546759924e-31	4.90826180581047e-29
NODE_32902_length_858_cov_533.749693_g20191_i0	-4.75769050368278	6.74671709185652	2.29410977859369e-31	8.25592756571403e-29
NODE_36350_length_745_cov_1524.804843_g22623_i0	-4.26981271120041	8.58489959490496	2.57287101688152e-31	9.07015794808395e-29
NODE_14429_length_1685_cov_393.440317_g8992_i0	-4.70572220956748	6.85677558857576	2.9266964950148e-31	1.01111510509771e-28
NODE_44386_length_519_cov_12.363445_g29281_i0	4.7380300798452	8.54701305415939	4.23511395859649e-31	1.43445801021168e-28
NODE_40248_length_631_cov_278.336735_g25637_i0	-4.83746489204303	6.70948173873656	5.96592862357387e-31	1.9818355969926e-28
NODE_44129_length_526_cov_15.511387_g29038_i0	4.96975537891282	7.26256149284431	7.05459660420038e-31	2.2992660705841e-28
NODE_8074_length_2191_cov_645.687616_g5124_i0	-4.42236565641811	7.38940061717061	1.14454478205043e-30	3.66127158613688e-28
NODE_19879_length_1385_cov_727.362891_g3788_i1	-4.27757037644665	7.71900912785172	4.75412812972409e-30	1.49314198750644e-27
NODE_40369_length_628_cov_9.213675_g25740_i0	5.02794711389211	7.68124850317768	1.16140462319528e-29	3.58251847519202e-27
NODE_95325_length_146_cov_1.766990_g80115_i0	4.81286324388006	7.92084054901142	2.5215508631824e-29	7.64162624747592e-27
NODE_1485_length_3691_cov_369.796875_g422_i2	-4.65601423709548	6.5411719768797	3.42116357252297e-29	1.01891688882348e-26
NODE_16701_length_1553_cov_433.543709_g8499_i1	-4.23697933737974	7.53278484138644	4.34950609632327e-29	1.27344692047268e-26
NODE_21125_length_1324_cov_9.497268_g12984_i0	4.78095344562716	7.1872540286259	4.95342097879914e-29	1.42608989979627e-26
NODE_35447_length_773_cov_1380.652055_g21967_i0	-3.98061192165499	8.85331010840729	5.91819044323831e-29	1.66429407489696e-26
NODE_32452_length_873_cov_743.454217_g19889_i0	-4.33063627077751	7.27091362308295	5.97349963202569e-29	1.66429407489696e-26
NODE_12892_length_1787_cov_1841.569381_g5588_i3	-4.27021582229545	7.437769547702	8.93350366586232e-29	2.44948162419216e-26
NODE_35174_length_782_cov_51.595399_g21762_i0	4.08569956328044	8.2577515230925	2.77710251260585e-28	7.49557325043023e-26
NODE_17973_length_1484_cov_511.437196_g11122_i0	-4.6309523972014	6.3717884002882	3.0262288256131e-28	8.04231949748318e-26
NODE_31689_length_899_cov_410.827103_g11418_i4	-4.43537185494034	6.67546462556042	3.2099053101603e-28	8.28741440025534e-26
NODE_36917_length_728_cov_1275.221898_g23057_i0	-4.01521995697707	7.8899959843744	3.21440757680391e-28	8.28741440025534e-26
NODE_21266_length_1318_cov_420.167059_g13063_i0	-4.22859105911288	6.90651230397782	8.27960389398211e-28	2.10326290683304e-25
NODE_3680_length_2867_cov_318.481941_g2135_i1	-4.50219713461903	6.44105432522344	1.13445149457971e-27	2.84007465469128e-25
NODE_18768_length_1442_cov_114.355254_g11598_i0	3.83922478141136	9.44499017376174	1.58094045325474e-27	3.90130934136034e-25
NODE_29457_length_982_cov_4.108626_g17964_i0	4.50846476631812	7.50565437242207	1.86050746123524e-27	4.52653604019403e-25
NODE_31745_length_897_cov_2132.223653_g19419_i0	-3.79132581123525	9.78705439564222	2.34939194308116e-27	5.63658283677554e-25
NODE_26393_length_1098_cov_739.891943_g10023_i1	-4.06731261892418	7.39192420815163	3.1422797636606e-27	7.43558090924291e-25
NODE_59134_length_275_cov_4.353448_g43924_i0	3.91101128932538	11.3498541338382	4.70697344305845e-27	1.098760260208e-24
NODE_27822_length_1044_cov_3.602398_g16959_i0	4.81348368527185	6.53429181664982	5.98529040893844e-27	1.3785320869867e-24
NODE_17974_length_1484_cov_510.761971_g11122_i1	-4.42005564771317	6.3301049615146	1.62562979867463e-26	3.69488541346126e-24
NODE_7205_length_2286_cov_354.069104_g2248_i1	-4.16187674205793	6.72033627228398	2.23724299683335e-26	5.01897863990899e-24
NODE_7018_length_2308_cov_379.790728_g4485_i0	-4.09819603008397	6.96086749503889	2.50305675508124e-26	5.54330799836837e-24
NODE_33594_length_835_cov_294.549242_g20650_i0	-3.96515017399349	7.33209823855768	4.73107313581485e-26	1.03448806769703e-23
NODE_13299_length_1760_cov_460.525335_g8306_i0	-3.9637937619849	7.17000902741205	5.97340876568929e-26	1.28980828773146e-23
NODE_38731_length_675_cov_5.452532_g24430_i0	4.82156355425178	6.85438301894932	8.98066890404339e-26	1.91521079812896e-23
NODE_48678_length_420_cov_4.870027_g33479_i0	4.52246658926888	6.59753393939066	1.32471609535497e-25	2.79062754038558e-23
NODE_14430_length_1685_cov_377.307552_g8993_i0	-4.08508393114117	6.81725213182515	1.84331586844832e-25	3.83631786886462e-23
NODE_13528_length_1745_cov_5.075793_g8456_i0	4.4590740151175	7.74501410240748	1.93624216616691e-25	3.98174371171038e-23
NODE_23671_length_1212_cov_323.042772_g507_i2	-4.25984911000134	6.52474042740439	2.22809428226383e-25	4.52801183903828e-23
NODE_45761_length_486_cov_15.934537_g30600_i0	4.50996225752297	6.83536701198128	2.28016657151894e-25	4.57995318097885e-23
NODE_74589_length_188_cov_1.765517_g59379_i0	4.61734173632036	6.52393156718254	2.41919728412703e-25	4.80335791793222e-23
NODE_12893_length_1787_cov_1838.247706_g5588_i4	-3.83647892890438	7.98143224457648	2.8538849456567e-25	5.60204642628112e-23
NODE_27661_length_1050_cov_30.927507_g16850_i0	3.82801737410827	8.9242179871475	2.90063308836256e-25	5.62983550206459e-23
NODE_20805_length_1339_cov_620.347222_g12792_i0	-3.81658362432342	7.54794017538835	3.37769188738843e-25	6.48291662919419e-23
NODE_42528_length_567_cov_77.160305_g27575_i0	3.70506466345496	8.43454838787681	3.78625344313008e-25	7.18722439303615e-23
NODE_75396_length_185_cov_2036.119718_g60186_i0	-3.64380443626497	8.45998840131827	6.40790487901609e-25	1.20315379217526e-22
NODE_69615_length_208_cov_1.175758_g54405_i0	4.49318240266897	6.57218323183682	7.54084238909443e-25	1.40065066052922e-22
NODE_27682_length_1049_cov_11.080517_g16864_i0	4.39361951990967	6.2643183526895	8.00652282819076e-25	1.45583868772808e-22
NODE_19266_length_1416_cov_17.783685_g11882_i0	4.34859388131107	7.8787982486616	8.00652282819076e-25	1.45583868772808e-22
NODE_6655_length_2355_cov_409.028114_g1425_i4	-3.94851135565066	6.6698242331399	1.21823150520126e-24	2.19205531467152e-22
NODE_40458_length_625_cov_574.683849_g25819_i0	-3.66073899091373	8.16462262481601	1.67263306710121e-24	2.97866635062951e-22
NODE_26751_length_1085_cov_10.846449_g16309_i0	3.99146277029625	7.72952735711596	1.92124639651282e-24	3.38649084217984e-22
NODE_22613_length_1259_cov_525.731086_g13851_i0	-3.83037186228161	7.18173152053297	2.01886509183792e-24	3.52261369660689e-22
NODE_42071_length_579_cov_42.807836_g24703_i1	3.701122266258	8.33148006996705	2.20431252235363e-24	3.80772945111366e-22
NODE_32328_length_878_cov_4.749701_g19797_i0	4.39893045461186	6.8504865504449	4.23403526437423e-24	7.24145793631687e-22
NODE_31224_length_916_cov_571.404353_g19072_i0	-3.94560174498336	6.61586929342401	4.34411154269866e-24	7.35688066554674e-22
NODE_13120_length_1773_cov_16.747399_g8197_i0	4.18619149517511	6.92836452036225	4.78193144033107e-24	8.01971686410475e-22
NODE_26933_length_1077_cov_251.676983_g16412_i0	-4.04067281294845	6.4071134243726	8.89620909156693e-24	1.47762611392045e-21
NODE_37207_length_720_cov_412.732644_g23281_i0	-4.31942335422805	5.91899419427447	9.39100739912198e-24	1.54495487440412e-21
NODE_45344_length_496_cov_2476.869757_g30196_i0	-3.745721321266	7.20571590543882	1.11246866266858e-23	1.81290412065444e-21
NODE_28335_length_1022_cov_488.813075_g15871_i1	-3.73077097002097	7.19934204083844	1.23085489110887e-23	1.98708293355277e-21
NODE_1754_length_3544_cov_521.978578_g744_i2	-3.77940881906831	6.97496468338342	1.2812779111102e-23	2.0493328367146e-21
NODE_14535_length_1677_cov_318.499388_g6302_i2	-3.85402700932842	6.77256279971767	1.4905518547545e-23	2.36218282009443e-21
NODE_8475_length_2148_cov_642.390024_g5380_i0	-3.56999185043296	7.65088603677963	2.34481325108257e-23	3.68220946356366e-21
NODE_28708_length_1008_cov_11.932642_g17492_i0	3.9672741456294	7.93180481099309	2.72372425203193e-23	4.23870384951347e-21
NODE_31453_length_908_cov_8.701734_g19223_i0	4.26848230638991	6.17704579339485	3.00144997871019e-23	4.62920061894999e-21
NODE_44611_length_514_cov_6.535032_g29486_i0	4.14514887618907	6.63614401964919	5.11454795063341e-23	7.8184691415258e-21
NODE_24145_length_1190_cov_56.949433_g14740_i0	3.66447850850321	8.70720484836481	5.77622783070798e-23	8.75250522347803e-21
NODE_12460_length_1818_cov_234.687324_g4248_i1	-4.08587552670573	6.31024186017325	6.04209986065798e-23	9.07575939069617e-21
NODE_31510_length_906_cov_246.988413_g19261_i0	-3.89967590121958	6.36620162857189	7.85235772293618e-23	1.16932437332758e-20
NODE_11674_length_1874_cov_102.500819_g7356_i0	3.43207644916567	9.40419898239629	8.63661717887397e-23	1.27511901835785e-20
NODE_47830_length_438_cov_20.825316_g32637_i0	4.17557188773145	5.94995215281084	9.87764025252321e-23	1.44598608239056e-20
NODE_18083_length_1478_cov_115.593031_g11177_i0	3.39122473595137	9.25244629629801	1.02753100628649e-22	1.49156055483973e-20
NODE_22152_length_1280_cov_15.607114_g13600_i0	4.0364710694676	7.14302716422357	1.13958721438346e-22	1.64043579510499e-20
NODE_40811_length_615_cov_1755.243007_g26105_i0	-3.45613716650218	8.20743225317792	1.41845564284644e-22	2.02499196483713e-20
NODE_27167_length_1068_cov_465.103415_g16557_i0	-3.55282078032194	7.18629271931399	1.8509130299829e-22	2.62071079343644e-20
NODE_4160_length_2762_cov_327.159618_g1453_i1	-3.78495370664862	6.38490723312453	2.41284675500514e-22	3.38857844276088e-20
NODE_12214_length_1836_cov_447.005577_g7673_i0	-3.64489508053469	6.8921012344113	2.57330503009156e-22	3.58291985499108e-20
NODE_35345_length_776_cov_1901.178718_g21892_i0	-3.34484753991087	8.93583471299697	2.59271148473941e-22	3.58291985499108e-20
NODE_17257_length_1523_cov_177.567568_g1736_i1	-4.19452738335361	5.70352452465107	2.79832187406826e-22	3.83636603592501e-20
NODE_38750_length_674_cov_535.328051_g24449_i0	3.27584139649775	11.5213146559409	3.36952501464995e-22	4.5830846537845e-20
NODE_14352_length_1690_cov_142.222222_g8942_i0	-4.15632009629226	5.80423751730013	3.80565903866168e-22	5.13585579951889e-20
NODE_19837_length_1387_cov_272.506696_g1151_i1	-3.88548206553808	6.30791814272615	4.02739929052957e-22	5.39296863136494e-20
NODE_7686_length_2232_cov_319.641846_g2260_i6	-3.8568128277959	6.32990940865996	5.91088870592446e-22	7.85420703893378e-20
NODE_27627_length_1051_cov_381.945437_g13862_i2	-4.08256324397281	5.64172401129728	6.68360508873346e-22	8.81317513761693e-20
NODE_31027_length_923_cov_364.232955_g18958_i0	-3.64734873664421	6.80508290291257	7.25904269491132e-22	9.49944723574986e-20
NODE_21833_length_1294_cov_74.805755_g13402_i0	3.43489053432198	8.00108575432129	7.42077874858806e-22	9.6380851205346e-20
NODE_33896_length_825_cov_17.841432_g20850_i0	3.73393322478267	7.60371443296067	8.94081125959418e-22	1.15256398282261e-19
NODE_28299_length_1023_cov_334.380612_g17237_i0	-3.57098969500316	7.38107763960373	9.45577535778486e-22	1.20991898911389e-19
NODE_1018_length_4013_cov_227.603275_g678_i0	-3.96016165944826	5.72219036660952	1.0956924397207e-21	1.39169052968642e-19
NODE_14844_length_1657_cov_50.535936_g9259_i0	3.51149427618392	8.15616613326542	1.26788060719915e-21	1.5986401174276e-19
NODE_8266_length_2170_cov_42.325811_g5246_i0	3.48987959266847	7.73917522304578	1.58762110760447e-21	1.98036138792509e-19
NODE_28965_length_999_cov_1414.706067_g17650_i0	-3.38017706682254	7.63076098714104	1.5935523498992e-21	1.98036138792509e-19
NODE_39442_length_654_cov_59.602291_g20928_i1	3.41910264710674	8.34790734672508	1.75509514064907e-21	2.16553667568371e-19
NODE_43268_length_547_cov_436.376984_g28247_i0	-3.60185517828053	6.51477016986755	1.76959556990268e-21	2.16794282797865e-19
NODE_46087_length_478_cov_11.370115_g30916_i0	3.88069023142297	7.01048113179159	1.79751147361952e-21	2.18663473206364e-19
NODE_31552_length_904_cov_563.789779_g19072_i1	-3.7033084691152	6.32800562751599	2.03481346034273e-21	2.45799774223499e-19
NODE_6014_length_2439_cov_54.034224_g3861_i0	3.46364223977328	7.72882279567703	2.11730640381628e-21	2.53988547357795e-19
NODE_24791_length_1164_cov_17.360393_g15142_i0	4.01362654321996	5.55258486883299	2.17537587350997e-21	2.59154778200078e-19
NODE_12698_length_1800_cov_635.972681_g3796_i2	-3.61497634210483	6.60749889193813	2.32801225389091e-21	2.75438929271997e-19
NODE_20078_length_1375_cov_126.171171_g11022_i2	3.25345370066158	9.55255738014026	3.32997758634052e-21	3.91306345758136e-19
NODE_26533_length_1093_cov_868.701905_g8416_i2	-3.50759421536081	6.73081731570879	5.1391262977859e-21	5.99819376134822e-19
NODE_7375_length_2267_cov_237.114209_g3455_i1	-3.77468325916242	6.02833953990901	5.36430902002269e-21	6.21216357712318e-19
NODE_33980_length_822_cov_13.286264_g20911_i0	4.12901948870742	7.39815613748892	5.39437615241679e-21	6.21216357712318e-19
NODE_86363_length_159_cov_1.034483_g71153_i0	4.39042012901354	6.5790646535103	6.06689052347904e-21	6.94036204652828e-19
NODE_44197_length_524_cov_13.072765_g29104_i0	3.66973460095072	6.8334231948445	6.73303257205761e-21	7.6517371480081e-19
NODE_6257_length_2406_cov_20.955142_g4003_i0	3.75256564595055	6.47963251601445	6.81092938455606e-21	7.68967282279878e-19
NODE_53587_length_337_cov_330.537415_g38377_i0	-3.67950079980959	6.29778458917274	7.25684509513514e-21	8.13991832294574e-19
NODE_6776_length_2339_cov_303.216028_g1467_i1	-3.59830116809624	6.36485458266645	7.85589486780371e-21	8.75501470622202e-19
NODE_739_length_4310_cov_334.348254_g477_i1	-3.556718692831	6.48822544945397	8.43664111189134e-21	9.3419576004366e-19
NODE_77647_length_178_cov_5.111111_g62437_i0	3.96531992023997	6.49202763319434	9.89099555706257e-21	1.08826151116369e-18
NODE_5988_length_2443_cov_12.452917_g3839_i0	3.82196373548072	6.41010740007128	1.01368751574544e-20	1.10825557892321e-18
NODE_46775_length_461_cov_264.624402_g31598_i0	-3.81445278319003	5.91531856501244	1.09842471457312e-20	1.19334518990793e-18
NODE_62488_length_249_cov_1.500000_g47278_i0	4.17097032623947	6.13009329410334	1.20096684426263e-20	1.29659382923705e-18
NODE_10391_length_1974_cov_424.447954_g6554_i0	-3.35784787138271	7.32961477472035	1.26054084862097e-20	1.35245854776886e-18
NODE_39510_length_652_cov_7.288998_g25047_i0	4.14235192883855	5.75251713631602	1.30259376964026e-20	1.38895091214604e-18
NODE_11180_length_1912_cov_472.993044_g2427_i5	-3.40483527523306	6.90120994050378	1.34657088693374e-20	1.42703469330634e-18
NODE_32378_length_876_cov_26.903962_g19836_i0	3.73245238439281	6.69124504027866	1.36300516600862e-20	1.43564336814834e-18
NODE_28762_length_1006_cov_12.245067_g17525_i0	3.39466594152328	9.28167486771669	1.67127421174778e-20	1.74967216568068e-18
NODE_17454_length_1513_cov_247.238776_g6599_i1	-3.61251915603405	6.23012036000557	2.11208522343694e-20	2.19784097287047e-18
NODE_7285_length_2278_cov_328.292170_g609_i2	-4.10424010891979	5.54860120626789	2.15407962012309e-20	2.21674206607219e-18
NODE_1219_length_3866_cov_260.104630_g809_i0	-3.63761229491043	6.05479539540719	2.1559144789865e-20	2.21674206607219e-18
NODE_24847_length_1162_cov_23.815907_g15180_i0	4.01379176444792	6.94284270888427	2.69792251988205e-20	2.75762802416819e-18
NODE_17810_length_1493_cov_244.595862_g5766_i2	-3.63731753670006	6.40367453458893	2.73503171792482e-20	2.77911399384902e-18
NODE_44227_length_523_cov_1671.602083_g29132_i0	-3.24069443928955	7.94325679997979	2.75733643661787e-20	2.78539354421854e-18
NODE_13552_length_1742_cov_417.416716_g3092_i2	-3.45420585974926	6.7243373169632	2.8880324692632e-20	2.90045772523561e-18
NODE_26534_length_1093_cov_867.056190_g8416_i3	-3.45079594012574	6.62053895685247	2.96611250489449e-20	2.96165476355766e-18
NODE_9615_length_2040_cov_305.439659_g6100_i0	-3.57170025873675	6.39114843233552	4.04980844839378e-20	4.02048224928472e-18
NODE_7846_length_2216_cov_178.610676_g3736_i2	-3.73447005829857	6.01319349207494	4.55331513503599e-20	4.48949187204819e-18
NODE_27252_length_1064_cov_3796.830558_g16607_i0	-3.10416339845028	9.55280657218508	4.5742188808642e-20	4.48949187204819e-18
NODE_19787_length_1389_cov_533.023774_g8047_i1	-3.23132732254901	7.69219072597753	4.94575283028778e-20	4.82671945708424e-18
NODE_9273_length_2070_cov_31.804637_g5785_i1	3.87147938947365	6.98370438242339	5.07684644905026e-20	4.9268227843199e-18
NODE_29179_length_991_cov_511.265823_g17791_i0	-3.29325175001668	7.28221823204822	5.5454913852615e-20	5.35155408877135e-18
NODE_20142_length_1372_cov_247.387509_g11581_i1	-3.62542680644042	6.14823464446567	6.06226926521958e-20	5.78851952826258e-18
NODE_47076_length_454_cov_7.540146_g31893_i0	4.06887813999398	7.13614812454383	6.06531223003083e-20	5.78851952826258e-18
NODE_8986_length_2098_cov_305.033577_g5702_i0	-3.47132754089533	6.54151679761851	6.60702163978762e-20	6.27086218712589e-18
NODE_19913_length_1384_cov_12.117823_g12270_i0	3.83165828623693	5.97244797677719	8.28230093394017e-20	7.81794897993893e-18
NODE_42108_length_578_cov_442.536449_g27210_i0	-3.86598500597812	5.71245450793178	8.64711814740816e-20	8.11795211295264e-18
NODE_13934_length_1717_cov_65.115293_g8694_i0	3.2216257114252	7.90823297809957	9.08337970628637e-20	8.48142167818328e-18
NODE_10604_length_1958_cov_121.319582_g961_i1	-3.85461006352313	5.82723083918777	9.56653851302339e-20	8.88453689644979e-18
NODE_54902_length_320_cov_2613.548736_g39692_i0	-3.40965830486566	6.59543863826528	1.02255497721728e-19	9.44578324943922e-18
NODE_11193_length_1911_cov_255.154176_g5726_i1	-3.46565078147606	6.37767732906179	1.34936485363003e-19	1.23983662136198e-17
NODE_36607_length_738_cov_255.319424_g22819_i0	-3.57605996511057	6.58799903937768	1.38892463312693e-19	1.26943302183252e-17
NODE_19733_length_1391_cov_189.058605_g12158_i0	-3.54038887511034	6.19966474303754	1.43754133573066e-19	1.30695205439007e-17
NODE_9778_length_2026_cov_420.845688_g3753_i1	-3.4701498266526	6.2861678624685	1.77612781974072e-19	1.60632628053409e-17
NODE_1469_length_3699_cov_171.341904_g274_i3	-3.81923250903329	5.66894576992994	1.83252335595274e-19	1.64869835680873e-17
NODE_24372_length_1181_cov_23.319859_g14881_i0	3.88820644180668	6.72228445133877	1.89877496387804e-19	1.69945278373209e-17
NODE_31297_length_913_cov_278.144828_g19121_i0	-3.78813171961962	5.45077278907383	2.31470691261247e-19	2.06104367053958e-17
NODE_23731_length_1210_cov_46.872322_g10696_i1	3.32307654068476	7.2049161678524	2.72727255269411e-19	2.41594390129426e-17
NODE_45755_length_486_cov_626.191874_g30595_i0	-3.21547916711365	7.32066588632966	3.03637263062504e-19	2.67603575619474e-17
NODE_18819_length_1439_cov_443.669054_g11630_i0	-3.54816868848999	6.02997009527962	3.20273229422289e-19	2.80832475382772e-17
NODE_41503_length_595_cov_845.407609_g18293_i2	-3.47132523496478	6.35820978622307	3.49579381936434e-19	3.04981527453028e-17
NODE_46040_length_479_cov_25.075688_g30870_i0	3.4815933351518	6.71803075674833	5.37602799400089e-19	4.66660842052118e-17
NODE_3708_length_2861_cov_322.227111_g1888_i1	-3.47520587863958	6.16506648325501	5.881890393571e-19	5.08018873292727e-17
NODE_35822_length_761_cov_33.168524_g22236_i0	3.37014716591245	7.62199060574137	6.39180933545394e-19	5.49314002291698e-17
NODE_19182_length_1420_cov_66.035585_g11838_i0	3.07885572143175	8.19381887341349	8.50113175047496e-19	7.26973019097547e-17
NODE_18218_length_1471_cov_28.097339_g11252_i0	3.34583275185296	6.8517137053431	8.55376297796225e-19	7.27870451632118e-17
NODE_26308_length_1102_cov_9.733711_g16070_i0	4.02681298369946	6.03774117142219	1.06311598915096e-18	9.00209097872241e-17
NODE_35247_length_780_cov_22.480326_g20490_i1	3.50320908604364	6.49506073131325	1.30826647035938e-18	1.10239000043843e-16
NODE_45597_length_490_cov_644.738255_g30442_i0	-3.05238778669587	7.93771291868918	1.31913165595721e-18	1.10614952548568e-16
NODE_28363_length_1021_cov_222.033742_g17279_i0	-3.41586736932798	6.11873881409137	1.68842791449244e-18	1.40898085965905e-16
NODE_33106_length_852_cov_559.995056_g20323_i0	-3.09839275581428	7.36207810092638	1.70249879363243e-18	1.41389250775032e-16
NODE_30524_length_939_cov_923.437500_g18651_i0	-2.99304385164	8.30435988554071	1.83429376810449e-18	1.51605696412617e-16
NODE_33692_length_831_cov_835.917513_g12204_i1	-2.99168786389325	8.3871216410657	2.12973339388825e-18	1.75185784028694e-16
NODE_34184_length_815_cov_461.388601_g15325_i3	-3.50483867924615	5.8841674888002	2.31645699286609e-18	1.89642076278525e-16
NODE_24462_length_1177_cov_263.815697_g13834_i1	-3.43695807186519	6.06954841505192	2.33673995972249e-18	1.9040021728418e-16
NODE_17769_length_1495_cov_108.212810_g10998_i0	3.00259932889682	8.79032741116503	2.39154105453874e-18	1.93950611155409e-16
NODE_81879_length_168_cov_0.904000_g66669_i0	3.53389697884163	7.20620916556544	2.61749884283039e-18	2.11283528089029e-16
