	logFC	logCPM	PValue	FDR
NODE_20805_length_1339_cov_620.347222_g12792_i0	-4.48193360964601	7.54794017538835	4.07002747128057e-31	1.21216645756725e-28
NODE_24334_length_1182_cov_2130.460931_g14857_i0	-4.10608151865	10.3479349620975	4.82681766770712e-31	1.41319404054191e-28
NODE_7198_length_2288_cov_613.037416_g2483_i1	-4.48925313112176	7.10030071535851	6.04519018716029e-31	1.74041025488345e-28
NODE_28708_length_1008_cov_11.932642_g17492_i0	4.65893239428704	7.93180481099309	7.1539991981107e-31	2.0258718384945e-28
NODE_44227_length_523_cov_1671.602083_g29132_i0	-4.36986006568623	7.94325679997979	8.9126018567948e-31	2.48316587861731e-28
NODE_1485_length_3691_cov_369.796875_g422_i2	-4.83306851825936	6.5411719768797	2.69589030320727e-30	7.39187445993688e-28
NODE_26393_length_1098_cov_739.891943_g10023_i1	-4.41288017575111	7.39192420815163	3.08469251278406e-30	8.32577788528623e-28
NODE_14430_length_1685_cov_377.307552_g8993_i0	-4.72531659993795	6.81725213182515	3.17100957764986e-30	8.42707991451133e-28
NODE_33594_length_835_cov_294.549242_g20650_i0	-4.45576086999866	7.33209823855768	3.93664806611666e-30	1.03032816203181e-27
NODE_13858_length_1722_cov_7.650387_g8651_i0	4.56053901930414	6.95116805095002	1.39475236418567e-29	3.59596303566319e-27
NODE_13120_length_1773_cov_16.747399_g8197_i0	4.69545225533233	6.92836452036225	1.616337640649e-29	4.10597300067217e-27
NODE_26751_length_1085_cov_10.846449_g16309_i0	4.41125681416698	7.72952735711596	2.73063244828874e-29	6.83607897271589e-27
NODE_62488_length_249_cov_1.500000_g47278_i0	4.95844910879449	6.13009329410334	7.77950720013659e-29	1.91976010535942e-26
NODE_27682_length_1049_cov_11.080517_g16864_i0	4.75371245394316	6.2643183526895	1.15557343967029e-28	2.81146135167106e-26
NODE_7018_length_2308_cov_379.790728_g4485_i0	-4.40456828980621	6.96086749503889	1.36890040482543e-28	3.28422022124367e-26
NODE_54902_length_320_cov_2613.548736_g39692_i0	-4.60733145795149	6.59543863826528	1.84072510900073e-28	4.35571034696968e-26
NODE_32328_length_878_cov_4.749701_g19797_i0	4.81138202640308	6.8504865504449	1.92157562781391e-28	4.4855807290348e-26
NODE_28299_length_1023_cov_334.380612_g17237_i0	-4.39006091083111	7.38107763960373	2.63039843161823e-28	6.05833366770311e-26
NODE_37207_length_720_cov_412.732644_g23281_i0	-5.1230091638868	5.91899419427447	3.55516904298723e-28	8.08052500638965e-26
NODE_43268_length_547_cov_436.376984_g28247_i0	-4.47469306647356	6.51477016986755	5.90050119082841e-28	1.32370464377104e-25
NODE_42071_length_579_cov_42.807836_g24703_i1	4.02220483478006	8.33148006996705	6.94377326510803e-28	1.53127518851705e-25
NODE_37420_length_714_cov_3715.320417_g23437_i0	-4.03605463254325	8.22381624110968	7.00305313724946e-28	1.53127518851705e-25
NODE_44129_length_526_cov_15.511387_g29038_i0	4.69688361945564	7.26256149284431	9.75613364056287e-28	2.10659315633854e-25
NODE_21266_length_1318_cov_420.167059_g13063_i0	-4.24452604175451	6.90651230397782	1.02100613526199e-27	2.1773901210513e-25
NODE_44611_length_514_cov_6.535032_g29486_i0	4.58619615661051	6.63614401964919	1.14925556918251e-27	2.4210049636657e-25
NODE_41503_length_595_cov_845.407609_g18293_i2	-4.7762111936324	6.35820978622307	1.60679010340206e-27	3.34405930676713e-25
NODE_12893_length_1787_cov_1838.247706_g5588_i4	-4.05549473149527	7.98143224457648	1.66617323952428e-27	3.42636625470743e-25
NODE_66077_length_225_cov_4.686813_g50867_i0	4.45258828640215	11.3012679082806	1.86192912856265e-27	3.78387809021073e-25
NODE_17973_length_1484_cov_511.437196_g11122_i0	-4.51657323554874	6.3717884002882	2.24291955430028e-27	4.50513864895151e-25
NODE_69615_length_208_cov_1.175758_g54405_i0	4.72223667620959	6.57218323183682	3.25052702047087e-27	6.45397744271424e-25
NODE_34677_length_798_cov_10.311258_g21402_i0	4.67275142756688	6.35142500020726	3.47207859539211e-27	6.81553246100038e-25
NODE_46087_length_478_cov_11.370115_g30916_i0	4.42346557308502	7.01048113179159	3.67961580036208e-27	7.14176217252298e-25
NODE_22985_length_1242_cov_11.180984_g14060_i0	4.4561050187804	7.3355297136723	6.44742822516006e-27	1.23747639068239e-24
NODE_17974_length_1484_cov_510.761971_g11122_i1	-4.49821272526301	6.3301049615146	8.2548966224368e-27	1.56697894786784e-24
NODE_33896_length_825_cov_17.841432_g20850_i0	4.20906195478495	7.60371443296067	8.62450865062102e-27	1.61934524381334e-24
NODE_18819_length_1439_cov_443.669054_g11630_i0	-4.78565734358029	6.02997009527962	9.29183727065824e-27	1.72588383885323e-24
NODE_13606_length_1739_cov_39.109670_g8500_i0	4.01063450317223	8.48002775390426	1.21319708744007e-26	2.22944324345103e-24
NODE_31224_length_916_cov_571.404353_g19072_i0	-4.28137816807283	6.61586929342401	1.23923095619824e-26	2.25331321445983e-24
NODE_44197_length_524_cov_13.072765_g29104_i0	4.2065340058381	6.8334231948445	1.49935841421263e-26	2.69790804657385e-24
NODE_39510_length_652_cov_7.288998_g25047_i0	4.7241648622336	5.75251713631602	1.65416049430617e-26	2.94576993594276e-24
NODE_38307_length_687_cov_2854.395963_g24103_i0	-4.46282209842126	6.64606255306926	1.99657527036209e-26	3.49382645747771e-24
NODE_23671_length_1212_cov_323.042772_g507_i2	-4.45964726151183	6.52474042740439	2.00236667413624e-26	3.49382645747771e-24
NODE_14535_length_1677_cov_318.499388_g6302_i2	-4.21736655000761	6.77256279971767	2.50497346155339e-26	4.32709115748732e-24
NODE_46775_length_461_cov_264.624402_g31598_i0	-4.73944610638641	5.91531856501244	3.33056167938372e-26	5.69624974749251e-24
NODE_45761_length_486_cov_15.934537_g30600_i0	4.58115400214006	6.83536701198128	4.72183881173948e-26	7.99657290529291e-24
NODE_12512_length_1814_cov_1843.830604_g6411_i2	-3.70845243899254	9.15017555451888	5.71357366992466e-26	9.5821622887649e-24
NODE_41167_length_605_cov_5.699288_g26399_i0	4.42523907736745	5.6427465032342	5.97701842743132e-26	9.92759772263929e-24
NODE_48309_length_428_cov_1555.680519_g33111_i0	-4.3198671217857	6.67765370682861	6.30319303804957e-26	1.03696530037398e-23
NODE_24462_length_1177_cov_263.815697_g13834_i1	-4.58796244977389	6.06954841505192	6.78074778708891e-26	1.10500601202051e-23
NODE_27592_length_1053_cov_9.263366_g16812_i0	3.82294527534919	8.2043159413752	7.76976731722405e-26	1.25434542652083e-23
NODE_35345_length_776_cov_1901.178718_g21892_i0	-3.6625478296864	8.93583471299697	1.169501985339e-25	1.87055345321721e-23
NODE_27253_length_1064_cov_3758.840353_g16608_i0	-3.78568362480032	8.24631869805198	1.52289667211275e-25	2.41344193707117e-23
NODE_27661_length_1050_cov_30.927507_g16850_i0	3.84305068588116	8.9242179871475	1.68491199489861e-25	2.64592452726169e-23
NODE_15841_length_1601_cov_416.802953_g1292_i2	-4.08572055965478	7.26056569023637	1.95258416355403e-25	3.03864313884975e-23
NODE_31689_length_899_cov_410.827103_g11418_i4	-4.05463984290446	6.67546462556042	2.29307237336736e-25	3.53665465870962e-23
NODE_6655_length_2355_cov_409.028114_g1425_i4	-4.06871714968874	6.6698242331399	2.6870833900035e-25	4.10767066185137e-23
NODE_5988_length_2443_cov_12.452917_g3839_i0	4.25921716703315	6.41010740007128	3.35006559965842e-25	5.07623097969294e-23
NODE_83872_length_163_cov_5.408333_g68662_i0	4.69597343141015	5.89228958343972	3.88374824506874e-25	5.83372758133195e-23
NODE_33692_length_831_cov_835.917513_g12204_i1	-3.67563483843154	8.3871216410657	4.31042258587256e-25	6.41881377141057e-23
NODE_38262_length_689_cov_4.258514_g24065_i0	4.30055226477732	10.9990940064201	4.54498990612994e-25	6.71026971269133e-23
NODE_21642_length_1303_cov_17.567460_g13282_i0	4.15559516808812	6.95268872838281	4.70477401251033e-25	6.88731070272062e-23
NODE_36350_length_745_cov_1524.804843_g22623_i0	-3.66174450666678	8.58489959490496	5.31569227546808e-25	7.71624103919627e-23
NODE_12460_length_1818_cov_234.687324_g4248_i1	-4.45921838797697	6.31024186017325	6.9105867077859e-25	9.9477895658578e-23
NODE_35447_length_773_cov_1380.652055_g21967_i0	-3.59237986049749	8.85331010840729	7.76205234794323e-25	1.10811315916009e-22
NODE_31328_length_912_cov_1144.907940_g15670_i1	-3.6322210715097	8.50892822392458	8.07132557319955e-25	1.14282031107745e-22
NODE_38731_length_675_cov_5.452532_g24430_i0	4.71683426542213	6.85438301894932	1.29832622041238e-24	1.82335667734988e-22
NODE_2569_length_3192_cov_494.790727_g1655_i1	-3.83920871699511	7.29111180283552	1.41234429532662e-24	1.96748672237678e-22
NODE_98656_length_103_cov_123.767123_g83446_i0	3.56954725385862	10.0647068218918	2.45883442623742e-24	3.39791247030601e-22
NODE_8475_length_2148_cov_642.390024_g5380_i0	-3.67293483929298	7.65088603677963	2.9940874593547e-24	4.104751331182e-22
NODE_31510_length_906_cov_246.988413_g19261_i0	-4.08097059876558	6.36620162857189	3.15314321003323e-24	4.28877132363103e-22
NODE_26933_length_1077_cov_251.676983_g16412_i0	-4.0742670928241	6.4071134243726	5.30984246245967e-24	7.13883851613805e-22
NODE_26308_length_1102_cov_9.733711_g16070_i0	4.57154191728832	6.03774117142219	5.33119236182591e-24	7.13883851613805e-22
NODE_1018_length_4013_cov_227.603275_g678_i0	-4.31488762885101	5.72219036660952	6.64451671721396e-24	8.82902936716568e-22
NODE_6139_length_2421_cov_1007.025231_g2232_i1	-3.55500621180143	8.76854140597101	6.87831841362511e-24	9.0506599755998e-22
NODE_25270_length_1144_cov_611.584015_g15430_i0	-3.66879220150109	7.42107519000589	6.91610001608877e-24	9.0506599755998e-22
NODE_12673_length_1802_cov_27.644116_g7949_i0	3.76142837001151	7.7640236209638	7.66197721928359e-24	9.95135296886502e-22
NODE_30376_length_944_cov_2265.840178_g14897_i1	-3.45208556502317	9.86931538922749	9.61875223004873e-24	1.23995765687957e-21
NODE_31552_length_904_cov_563.789779_g19072_i1	-4.05580761522722	6.32800562751599	1.19260661138718e-23	1.52600641519275e-21
NODE_8986_length_2098_cov_305.033577_g5702_i0	-3.98229412257578	6.54151679761851	1.34930415698519e-23	1.7138147064531e-21
NODE_18997_length_1430_cov_5.166547_g11738_i0	4.21365733332252	6.72818430738956	1.56527189345295e-23	1.97361362682527e-21
NODE_41599_length_592_cov_9.488160_g26773_i0	4.03981947936055	6.14354009309347	1.67797114666648e-23	2.10038214402295e-21
NODE_30524_length_939_cov_923.437500_g18651_i0	-3.52055525752928	8.30435988554071	1.74997317696495e-23	2.17475083876925e-21
NODE_7205_length_2286_cov_354.069104_g2248_i1	-3.80385041853678	6.72033627228398	2.4337076757571e-23	3.00284759935916e-21
NODE_11180_length_1912_cov_472.993044_g2427_i5	-3.76164430655391	6.90120994050378	2.55686238886169e-23	3.13242843299268e-21
NODE_26880_length_1079_cov_563.455598_g15076_i1	-3.79096340596209	6.95891116865423	2.72596064710653e-23	3.31607353648719e-21
NODE_31745_length_897_cov_2132.223653_g19419_i0	-3.39397759890247	9.78705439564222	3.25623608943223e-23	3.93344211250716e-21
NODE_25347_length_1141_cov_965.683060_g14519_i1	-3.49922673196761	8.36055758370439	3.74682513537228e-23	4.46743112833658e-21
NODE_36310_length_746_cov_202.769559_g22594_i0	-4.35933602741519	5.60484758748084	3.75001455139982e-23	4.46743112833658e-21
NODE_3708_length_2861_cov_322.227111_g1888_i1	-4.06588922654949	6.16506648325501	3.87601159287124e-23	4.58590577090807e-21
NODE_36951_length_727_cov_1447.160819_g23080_i0	-3.52218661734179	8.15031712726253	4.33346221253573e-23	5.09226028975117e-21
NODE_24335_length_1182_cov_533.041264_g14858_i0	-3.65192860793446	7.32339435197703	4.39328867317836e-23	5.12768030678939e-21
NODE_4160_length_2762_cov_327.159618_g1453_i1	-3.90996631271575	6.38490723312453	4.45393951990759e-23	5.1635806219385e-21
NODE_19837_length_1387_cov_272.506696_g1151_i1	-4.02825207987781	6.30791814272615	5.19251313468643e-23	5.97969812590489e-21
NODE_27091_length_1071_cov_1494.834630_g15522_i1	-3.42257186709025	8.91495270098049	7.1755136045963e-23	8.20859748382758e-21
NODE_33106_length_852_cov_559.995056_g20323_i0	-3.59265491201824	7.36207810092638	7.54535612023203e-23	8.57490010663737e-21
NODE_23414_length_1223_cov_1489.055085_g5974_i2	-3.39992854644731	9.06051154668328	1.06084552966962e-22	1.19771540388974e-20
NODE_11674_length_1874_cov_102.500819_g7356_i0	3.4167068816876	9.40419898239629	1.31471188806327e-22	1.47469695807824e-20
NODE_13299_length_1760_cov_460.525335_g8306_i0	-3.59214013071297	7.17000902741205	1.50948453655899e-22	1.68224747642064e-20
NODE_24372_length_1181_cov_23.319859_g14881_i0	4.20848106496436	6.72228445133877	1.60619678171763e-22	1.77855405175579e-20
NODE_6776_length_2339_cov_303.216028_g1467_i1	-3.82082621555866	6.36485458266645	1.67681403917862e-22	1.84492265686442e-20
NODE_13552_length_1742_cov_417.416716_g3092_i2	-3.71148087993489	6.7243373169632	1.84989555149292e-22	2.02247441496764e-20
NODE_9615_length_2040_cov_305.439659_g6100_i0	-3.86893232165513	6.39114843233552	2.45423759720696e-22	2.66632077070145e-20
NODE_41122_length_606_cov_258.790409_g26366_i0	3.35401268231286	10.2839581534872	2.48324666638906e-22	2.68097518220029e-20
NODE_26423_length_1097_cov_509.072106_g16132_i0	-3.56835392378196	7.44453432958496	2.77952551328958e-22	2.98220644202262e-20
NODE_17257_length_1523_cov_177.567568_g1736_i1	-4.2409017489568	5.70352452465107	3.41094993813083e-22	3.63708328588098e-20
NODE_32378_length_876_cov_26.903962_g19836_i0	3.88945142368109	6.69124504027866	4.02739929052957e-22	4.25276985321501e-20
NODE_36447_length_742_cov_219.688126_g22695_i0	-4.17197241105992	5.81668737535729	4.03759555359073e-22	4.25276985321501e-20
NODE_26533_length_1093_cov_868.701905_g8416_i2	-3.6463955037818	6.73081731570879	4.17542945713446e-22	4.37129505712367e-20
NODE_19503_length_1404_cov_22.462895_g12018_i0	3.72912242295724	7.2358986052519	4.63411927520022e-22	4.82227568432582e-20
NODE_55312_length_315_cov_14.694853_g40102_i0	3.79011200935	7.33739779160456	5.56122466796753e-22	5.75237095296234e-20
NODE_12698_length_1800_cov_635.972681_g3796_i2	-3.71538102401555	6.60749889193813	5.73694261304842e-22	5.89880635105942e-20
NODE_27167_length_1068_cov_465.103415_g16557_i0	-3.50589288931104	7.18629271931399	5.97791407298171e-22	6.11020637258497e-20
NODE_49068_length_412_cov_52.615176_g33866_i0	3.40424136564917	7.82304332318893	7.29283583146233e-22	7.36977140271776e-20
NODE_7686_length_2232_cov_319.641846_g2260_i6	-3.83629516585586	6.32990940865996	7.295536122871e-22	7.36977140271776e-20
NODE_18179_length_1473_cov_86.237063_g11231_i0	-4.001466910711	6.29849014974174	7.57524214889708e-22	7.60783330697955e-20
NODE_27120_length_1070_cov_98.341772_g16524_i0	3.60688543298114	6.82440079766935	7.88892591963934e-22	7.87706973039595e-20
NODE_36773_length_733_cov_1566.420290_g22948_i0	-3.37265833364905	8.26341675005329	8.01134007334806e-22	7.95332692109278e-20
NODE_7285_length_2278_cov_328.292170_g609_i2	-4.32306667624777	5.54860120626789	1.05630748785868e-21	1.04266603115834e-19
NODE_7846_length_2216_cov_178.610676_g3736_i2	-3.99225355118203	6.01319349207494	1.07291923258326e-21	1.05304584225245e-19
NODE_14352_length_1690_cov_142.222222_g8942_i0	-4.10646695164324	5.80423751730013	1.09283146050846e-21	1.06652941518775e-19
NODE_19787_length_1389_cov_533.023774_g8047_i1	-3.40819114096355	7.69219072597753	1.31296451608889e-21	1.27416567701795e-19
NODE_17810_length_1493_cov_244.595862_g5766_i2	-3.8472477468396	6.40367453458893	1.33853408390927e-21	1.29172278019266e-19
NODE_739_length_4310_cov_334.348254_g477_i1	-3.66024809924287	6.48822544945397	1.34640875833346e-21	1.29210360508068e-19
NODE_23376_length_1225_cov_240.721658_g14287_i0	-3.78012941904171	6.37542968171168	1.66522969918381e-21	1.5892363438509e-19
NODE_27627_length_1051_cov_381.945437_g13862_i2	-4.01979464044544	5.64172401129728	1.98219648823431e-21	1.88134407350327e-19
NODE_43620_length_539_cov_5.635081_g28568_i0	4.01921487681226	5.75531002625277	2.38783778079306e-21	2.25396228554204e-19
NODE_4741_length_2639_cov_77.251926_g3048_i0	3.35340855604288	7.67970084916965	2.70584748767105e-21	2.54026138597987e-19
NODE_41783_length_587_cov_9.183824_g26932_i0	3.85402186748215	5.97453056025737	2.92691970226197e-21	2.73295194253369e-19
NODE_26057_length_1111_cov_411.992509_g10130_i1	-3.44683141508631	7.29355365375507	3.30473274025832e-21	3.06913727716248e-19
NODE_35174_length_782_cov_51.595399_g21762_i0	3.44348290717211	8.2577515230925	3.82699709068109e-21	3.5351629809853e-19
NODE_43205_length_549_cov_11.590909_g28187_i0	3.50877805844052	11.6358524080208	4.43338017039602e-21	4.07352175869259e-19
NODE_15656_length_1611_cov_287.547832_g9733_i0	-3.53888574177222	6.70729195951904	5.11917956551093e-21	4.67876760923999e-19
NODE_50173_length_391_cov_3760.341954_g5485_i10	-3.90494759865218	5.81941089609286	5.57218138727311e-21	5.06599269914504e-19
NODE_32368_length_876_cov_155.679472_g19828_i0	-4.12031463820575	5.67323996175096	6.10401933042501e-21	5.52046229914983e-19
NODE_34184_length_815_cov_461.388601_g15325_i3	-3.95328852024766	5.8841674888002	6.25937371996412e-21	5.63148029368022e-19
NODE_2143_length_3363_cov_185.579518_g1384_i0	-3.90674748914682	5.84913507649944	6.37247830499753e-21	5.70353317308432e-19
NODE_1219_length_3866_cov_260.104630_g809_i0	-3.71103356621759	6.05479539540719	6.81092938455606e-21	6.06453578292894e-19
NODE_1754_length_3544_cov_521.978578_g744_i2	-3.44850403731737	6.97496468338342	8.69019014823966e-21	7.69817151900984e-19
NODE_35247_length_780_cov_22.480326_g20490_i1	3.72263917300042	6.49506073131325	1.07167407543524e-20	9.44494794850427e-19
NODE_2414_length_3250_cov_359.270034_g605_i1	-3.49166221220859	6.83092505042293	1.17140014879019e-20	1.02714549087318e-18
NODE_23168_length_1234_cov_191.440806_g12902_i1	-4.12473439608538	5.5042788126555	1.23583700294963e-20	1.07817416105818e-18
NODE_9273_length_2070_cov_31.804637_g5785_i1	3.93794505187151	6.98370438242339	1.32521593090637e-20	1.15034070303903e-18
NODE_30678_length_934_cov_50.439955_g18740_i0	3.31798493771665	8.16701094864458	1.34285000083062e-20	1.1598195457174e-18
NODE_40776_length_616_cov_601.698080_g26076_i0	-3.42710407958995	7.0099007104069	1.41902044174266e-20	1.21951040351556e-18
NODE_35822_length_761_cov_33.168524_g22236_i0	3.54007755497658	7.62199060574137	1.51572257451222e-20	1.29616790852099e-18
NODE_27735_length_1046_cov_413.714855_g7696_i1	-3.45223126478903	6.83552793413476	1.87717940061549e-20	1.59735945646463e-18
NODE_9778_length_2026_cov_420.845688_g3753_i1	-3.63381459589719	6.2861678624685	2.11208522343694e-20	1.78843922302204e-18
NODE_91577_length_150_cov_1.336449_g76367_i0	4.56983493243463	5.96893509245519	2.3897903808498e-20	2.01371897750241e-18
NODE_28335_length_1022_cov_488.813075_g15871_i1	-3.35266782964999	7.19934204083844	2.84310268089425e-20	2.38406581115375e-18
NODE_89868_length_152_cov_1.880734_g74658_i0	3.82598434937631	5.65207739390315	2.93852018712736e-20	2.45217380253324e-18
NODE_9460_length_2053_cov_296.518905_g1149_i2	-3.52636585442133	6.46364447853453	3.13888990249184e-20	2.60678770075212e-18
NODE_18555_length_1453_cov_207.063830_g4379_i1	-3.65415330374211	6.12995563303167	3.20329675567664e-20	2.64754775873485e-18
NODE_23483_length_1221_cov_8.880306_g14343_i0	3.75082514352449	5.97153436696611	3.33469308304899e-20	2.74302325317087e-18
NODE_38319_length_687_cov_15.956522_g24109_i0	3.51523193047379	6.62066881649796	3.43668472535069e-20	2.81352094529421e-18
NODE_10391_length_1974_cov_424.447954_g6554_i0	-3.30668535499511	7.32961477472035	3.68911679804046e-20	3.00593413062976e-18
NODE_43738_length_536_cov_13.066937_g28680_i0	3.60038795336226	6.04700665289335	3.77528024430464e-20	3.06169910516988e-18
NODE_13934_length_1717_cov_65.115293_g8694_i0	3.25840089144184	7.90823297809957	4.59086136567684e-20	3.70572613227578e-18
